Ano;IdUrg;URG;Escola;Tipo;Consulta;Qtd
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;DENTISTA;1
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;DERMATOLOGISTA;2
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;PEDIATRA;2
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;PSICOLOGIA;2
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;ALERGISTA;8
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;DENTISTA;5
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;DERMATOLOGISTA;5
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;ENDOCRINOLOGISTA;2
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;FONOAUDIÓLOGA;7
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;NEUROLOGISTA;6
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;NUTRIÇÃO;6
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;OFTALMOLOGISTA;6
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;OTORRINOLARINGOLOGISTA;2
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;PEDIATRA;10
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;PSICOLOGIA;10
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ALERGISTA;8
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;CARDIOLOGISTA;3
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;CIRURGIÃO;1
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;DENTISTA;22
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;DERMATOLOGISTA;6
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ENDOCRINOLOGISTA;3
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;FONOAUDIÓLOGA;5
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;GASTROENTEROLOGISTA;2
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;GINECOLOGISTA;2
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;HEMATOLOGISTA;1
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;NEUROLOGISTA;18
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;NUTRIÇÃO;7
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;OFTALMOLOGISTA;23
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ORTOPEDISTA;5
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;OTORRINOLARINGOLOGISTA;6
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;PEDIATRA;20
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;PSICOLOGIA;32
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;PSIQUIATRA;5
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;UROLOGISTA;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;ALERGISTA;4
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;CIRURGIÃO;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;DENTISTA;5
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;DERMATOLOGISTA;4
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;ENDOCRINOLOGISTA;3
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;FONOAUDIÓLOGA;7
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;GASTROENTEROLOGISTA;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;GINECOLOGISTA;4
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;NEUROLOGISTA;21
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;NUTRIÇÃO;5
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;OFTALMOLOGISTA;12
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;ORTOPEDISTA;3
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;OTORRINOLARINGOLOGISTA;5
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;PEDIATRA;65
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;PSICOLOGIA;20
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;PSIQUIATRA;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;UROLOGISTA;2
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;ALERGISTA;2
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;CARDIOLOGISTA;2
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;CIRURGIÃO;1
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;DENTISTA;12
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;DERMATOLOGISTA;4
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;ENDOCRINOLOGISTA;1
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;FONOAUDIÓLOGA;5
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;GINECOLOGISTA;3
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;NEUROLOGISTA;9
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;NUTRIÇÃO;3
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;OFTALMOLOGISTA;8
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;OTORRINOLARINGOLOGISTA;1
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;PEDIATRA;15
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;PROCTOLOGISTA;1
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;PSICOLOGIA;25
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;PSIQUIATRA;1
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;ALERGISTA;1
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;DERMATOLOGISTA;1
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;FONOAUDIÓLOGA;1
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;NEUROLOGISTA;7
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;OFTALMOLOGISTA;5
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;PSICOLOGIA;9
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;PSIQUIATRA;1
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;ALERGISTA;5
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;DENTISTA;15
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;DERMATOLOGISTA;3
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;ENDOCRINOLOGISTA;1
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;FONOAUDIÓLOGA;2
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;GINECOLOGISTA;2
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;NEUROLOGISTA;3
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;NUTRIÇÃO;2
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;OFTALMOLOGISTA;10
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;ORTOPEDISTA;1
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;OTORRINOLARINGOLOGISTA;3
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;PEDIATRA;3
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;PSICOLOGIA;10
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;ALERGISTA;3
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;DENTISTA;7
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;DERMATOLOGISTA;3
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;FONOAUDIÓLOGA;11
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;GASTROENTEROLOGISTA;2
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;GINECOLOGISTA;1
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;NEUROLOGISTA;10
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;NUTRIÇÃO;1
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;OFTALMOLOGISTA;9
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;ORTOPEDISTA;2
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;OTORRINOLARINGOLOGISTA;4
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;PEDIATRA;7
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;PROCTOLOGISTA;1
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;PSICOLOGIA;25
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;PSIQUIATRA;1
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;ALERGISTA;3
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;DENTISTA;17
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;DERMATOLOGISTA;7
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;ENDOCRINOLOGISTA;3
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;FONOAUDIÓLOGA;3
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;GINECOLOGISTA;4
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;NEUROLOGISTA;5
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;NUTRIÇÃO;4
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;OFTALMOLOGISTA;9
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;ORTOPEDISTA;4
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;OTORRINOLARINGOLOGISTA;2
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;PEDIATRA;41
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;PSICOLOGIA;19
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;PSIQUIATRA;1
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;UROLOGISTA;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;ALERGISTA;5
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;CIRURGIÃO;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;DENTISTA;8
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;DERMATOLOGISTA;4
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;ENDOCRINOLOGISTA;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;FONOAUDIÓLOGA;2
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;NEUROLOGISTA;4
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;NUTRIÇÃO;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;OFTALMOLOGISTA;3
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;ORTOPEDISTA;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;OTORRINOLARINGOLOGISTA;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;PEDIATRA;6
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;PSICOLOGIA;14
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;PSIQUIATRA;1
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;ALERGISTA;2
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;DENTISTA;4
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;FONOAUDIÓLOGA;2
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;NEUROLOGISTA;3
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;OFTALMOLOGISTA;4
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;PSICOLOGIA;6
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;ALERGISTA;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;DENTISTA;5
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;DERMATOLOGISTA;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;FONOAUDIÓLOGA;2
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;NEUROLOGISTA;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;NUTRIÇÃO;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;OFTALMOLOGISTA;2
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;OTORRINOLARINGOLOGISTA;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;PSICOLOGIA;5
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;ALERGISTA;5
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;CIRURGIÃO;1
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;DENTISTA;7
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;DERMATOLOGISTA;3
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;FONOAUDIÓLOGA;1
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;NEUROLOGISTA;7
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;NUTRIÇÃO;3
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;OFTALMOLOGISTA;2
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;ORTOPEDISTA;2
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;OTORRINOLARINGOLOGISTA;2
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;PEDIATRA;13
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;PSICOLOGIA;8
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;REUMATOLOGISTA;1
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;UROLOGISTA;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;ALERGISTA;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;DENTISTA;2
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;DERMATOLOGISTA;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;FONOAUDIÓLOGA;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;NEUROLOGISTA;3
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;NUTRIÇÃO;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;OFTALMOLOGISTA;2
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;OTORRINOLARINGOLOGISTA;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;PSICOLOGIA;4
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;ALERGISTA;1
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;DENTISTA;2
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;DERMATOLOGISTA;1
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;FONOAUDIÓLOGA;1
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;OFTALMOLOGISTA;6
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;ORTOPEDISTA;1
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;OTORRINOLARINGOLOGISTA;1
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;PEDIATRA;1
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;PSICOLOGIA;7
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;UROLOGISTA;2
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;ALERGISTA;2
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;DENTISTA;5
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;DERMATOLOGISTA;1
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;FONOAUDIÓLOGA;2
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;NEUROLOGISTA;4
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;NUTRIÇÃO;1
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;OFTALMOLOGISTA;7
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;OTORRINOLARINGOLOGISTA;2
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;PEDIATRA;4
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;PSICOLOGIA;11
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;PSIQUIATRA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;ALERGISTA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;DENTISTA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;DERMATOLOGISTA;4
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;FONOAUDIÓLOGA;3
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;GASTROENTEROLOGISTA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;GINECOLOGISTA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;NEUROLOGISTA;15
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;NUTRIÇÃO;3
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;OFTALMOLOGISTA;5
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;ORTOPEDISTA;3
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;OTORRINOLARINGOLOGISTA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;PEDIATRA;19
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;PSICOLOGIA;5
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;PSIQUIATRA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;REUMATOLOGISTA;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;UROLOGISTA;2
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;ALERGISTA;1
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;CARDIOLOGISTA;2
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;DENTISTA;9
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;FONOAUDIÓLOGA;1
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;NEUROLOGISTA;4
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;NUTRIÇÃO;2
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;OFTALMOLOGISTA;7
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;ORTOPEDISTA;2
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;PSICOLOGIA;3
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;ALERGISTA;5
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;CIRURGIÃO;2
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;DENTISTA;1
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;DERMATOLOGISTA;3
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;NEUROLOGISTA;3
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;OTORRINOLARINGOLOGISTA;2
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;PEDIATRA;6
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;ALERGISTA;3
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;DENTISTA;4
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;DERMATOLOGISTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;FONOAUDIÓLOGA;5
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;NEUROLOGISTA;4
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;NUTRIÇÃO;2
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;OFTALMOLOGISTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;ORTOPEDISTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;PEDIATRA;3
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;PSICOLOGIA;3
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;TERAPIA OCUPACIONAL;3
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;ALERGISTA;3
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;DENTISTA;3
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;DERMATOLOGISTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;FONOAUDIÓLOGA;2
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;OFTALMOLOGISTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;ORTOPEDISTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;PEDIATRA;2
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;PSICOLOGIA;2
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;PSIQUIATRA;1
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;ALERGISTA;3
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;CIRURGIÃO;1
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;DENTISTA;17
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;DERMATOLOGISTA;2
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;FONOAUDIÓLOGA;6
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;NEUROLOGISTA;1
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;OFTALMOLOGISTA;9
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;ORTOPEDISTA;2
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;OTORRINOLARINGOLOGISTA;3
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;PSICOLOGIA;12
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;CARDIOLOGISTA;2
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;NEUROLOGISTA;2
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;NUTRIÇÃO;1
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;PSICOLOGIA;2
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;ALERGISTA;5
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;DENTISTA;17
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;DERMATOLOGISTA;3
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;ENDOCRINOLOGISTA;1
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;FONOAUDIÓLOGA;4
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;GASTROENTEROLOGISTA;1
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;GINECOLOGISTA;2
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;NEUROLOGISTA;6
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;NUTRIÇÃO;5
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;OFTALMOLOGISTA;4
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;OTORRINOLARINGOLOGISTA;5
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;PEDIATRA;2
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;PSICOLOGIA;19
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;PSIQUIATRA;1
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;UROLOGISTA;1
2023;1;URG I-CENTRO;E M DR THIBAU;EM;FONOAUDIÓLOGA;1
2023;1;URG I-CENTRO;E M DR THIBAU;EM;OFTALMOLOGISTA;1
2023;1;URG I-CENTRO;E M DR THIBAU;EM;PSICOLOGIA;2
