URG;Escola;Vacina;2022;2023;2024;2025;Total
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;1
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;VOP (ORAL) - POLIOMELITE;0;10;0;0;10
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;PENTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;TRÍPLICE VIRAL;0;0;0;0;6
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;INFLUENZA;0;0;15;0;15
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;COVID PFIZER;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;COVID CORONAVAC;0;7;8;0;15
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;COVID COMINARTY INFANTIL;0;67;0;0;67
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;VARICELA;0;9;0;0;15
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;Q-DENGA;0;0;15;4;19
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;TETRAVIRAL;0;0;0;11;11
URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;HPV - VÍRUS DO PAPILOMA HUMANO;0;81;34;19;146
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;MENINGOCÓCICA ACWY;0;9;1;4;14
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;FEBRE AMARELA;0;17;2;8;31
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;PNEUMOCÓCICA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;MENINGOCÓCICA C;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;DTP - TRÍPLICE BACTERIANA;0;0;9;2;15
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;HEPATITE A;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;HEPATITE B;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;2
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;VOP (ORAL) - POLIOMELITE;0;5;1;0;6
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;PENTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;TRÍPLICE VIRAL;0;0;0;0;2
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;INFLUENZA;0;0;29;0;29
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;COVID PFIZER;0;0;6;0;6
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;COVID CORONAVAC;0;27;25;0;52
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;COVID COMINARTY INFANTIL;0;53;13;0;66
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;VARICELA;0;7;0;0;14
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;Q-DENGA;0;0;24;16;40
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;TETRAVIRAL;0;0;0;1;1
URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;ACWY;0;0;0;0;2
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;HPV - VÍRUS DO PAPILOMA HUMANO;0;54;44;10;118
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;MENINGOCÓCICA ACWY;0;23;22;14;67
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;FEBRE AMARELA;0;6;0;9;21
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;PNEUMOCÓCICA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;MENINGOCÓCICA C;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;DTP - TRÍPLICE BACTERIANA;0;3;4;1;9
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;HEPATITE A;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;HEPATITE B;0;1;0;0;1
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;DT - DIFTERIA E TÉTANO;0;8;0;2;18
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;VOP (ORAL) - POLIOMELITE;0;3;0;0;3
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;PENTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;TRÍPLICE VIRAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;INFLUENZA;0;0;11;0;11
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;COVID PFIZER;0;13;0;0;13
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;COVID CORONAVAC;0;4;0;0;4
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;COVID COMINARTY INFANTIL;0;7;17;0;24
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;VARICELA;0;4;0;0;4
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;Q-DENGA;0;0;55;19;74
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;TETRAVIRAL;0;0;0;3;3
URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;HPV - VÍRUS DO PAPILOMA HUMANO;0;44;28;7;86
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;MENINGOCÓCICA ACWY;0;4;3;6;13
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;FEBRE AMARELA;0;0;6;9;27
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;PNEUMOCÓCICA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;MENINGOCÓCICA C;0;1;0;0;1
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;DTP - TRÍPLICE BACTERIANA;0;1;1;2;7
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;HEPATITE A;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;HEPATITE B;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;DT - DIFTERIA E TÉTANO;0;1;0;0;1
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;VOP (ORAL) - POLIOMELITE;0;8;0;0;8
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;PENTA;0;0;1;0;1
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;TRÍPLICE VIRAL;0;0;0;0;1
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;INFLUENZA;0;0;13;0;13
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;COVID PFIZER;0;2;0;0;2
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;COVID CORONAVAC;0;13;0;0;13
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;COVID COMINARTY INFANTIL;0;22;17;0;39
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;VARICELA;0;10;0;0;16
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;Q-DENGA;0;0;25;13;38
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;TETRAVIRAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;ACWY;0;0;0;0;4
URG VIII-MIGUEL COUTO;EMEI AMBAI;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;MENINGOCÓCICA ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;FEBRE AMARELA;0;14;3;8;32
URG VIII-MIGUEL COUTO;EMEI AMBAI;PNEUMOCÓCICA;0;1;0;1;2
URG VIII-MIGUEL COUTO;EMEI AMBAI;MENINGOCÓCICA C;0;1;0;2;3
URG VIII-MIGUEL COUTO;EMEI AMBAI;DTP - TRÍPLICE BACTERIANA;0;0;8;10;31
URG VIII-MIGUEL COUTO;EMEI AMBAI;HEPATITE A;0;3;0;2;6
URG VIII-MIGUEL COUTO;EMEI AMBAI;HEPATITE B;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;2;11
URG VIII-MIGUEL COUTO;EMEI AMBAI;VOP (ORAL) - POLIOMELITE;0;3;7;0;10
URG VIII-MIGUEL COUTO;EMEI AMBAI;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;PENTA;0;0;0;2;3
URG VIII-MIGUEL COUTO;EMEI AMBAI;TRÍPLICE VIRAL;0;3;0;1;11
URG VIII-MIGUEL COUTO;EMEI AMBAI;INFLUENZA;0;0;26;0;26
URG VIII-MIGUEL COUTO;EMEI AMBAI;COVID PFIZER;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;COVID CORONAVAC;0;5;0;0;5
URG VIII-MIGUEL COUTO;EMEI AMBAI;COVID COMINARTY INFANTIL;0;3;0;0;3
URG VIII-MIGUEL COUTO;EMEI AMBAI;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;VARICELA;0;6;0;0;18
URG VIII-MIGUEL COUTO;EMEI AMBAI;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;Q-DENGA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;TETRAVIRAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;MENINGOCÓCICA ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;FEBRE AMARELA;0;7;8;17;42
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PNEUMOCÓCICA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;MENINGOCÓCICA C;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;DTP - TRÍPLICE BACTERIANA;0;1;13;12;35
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;HEPATITE A;0;1;0;0;2
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;HEPATITE B;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;3
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;VOP (ORAL) - POLIOMELITE;0;4;13;0;17
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PENTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;TRÍPLICE VIRAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;INFLUENZA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;COVID PFIZER;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;COVID CORONAVAC;0;14;0;0;14
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;COVID COMINARTY INFANTIL;0;7;4;0;11
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;VARICELA;0;4;0;0;11
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;Q-DENGA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;TETRAVIRAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;MENINGOCÓCICA ACWY;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;FEBRE AMARELA;0;5;0;5;12
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PNEUMOCÓCICA;0;0;0;1;1
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;MENINGOCÓCICA C;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;DTP - TRÍPLICE BACTERIANA;0;1;7;7;19
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;HEPATITE A;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;HEPATITE B;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;2;6
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;VOP (ORAL) - POLIOMELITE;0;3;7;0;10
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ROTAVÍRUS;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PENTA;0;0;1;2;3
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;TRÍPLICE VIRAL;0;1;0;0;2
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;INFLUENZA;0;0;13;0;13
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;COVID PFIZER;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;COVID CORONAVAC;0;8;0;0;8
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;COVID COMINARTY INFANTIL;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;COVID ASTRAZENECA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;VARICELA;0;3;0;0;7
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;COVID PFIZER BABY;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;Q-DENGA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;XBB;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;TETRAVIRAL;0;0;0;5;5
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ACWY;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;MENINGOCÓCICA ACWY;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;FEBRE AMARELA;0;0;0;5;5
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PNEUMOCÓCICA;0;0;0;1;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;MENINGOCÓCICA C;0;0;0;1;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;DTP - TRÍPLICE BACTERIANA;0;9;2;5;16
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;HEPATITE A;0;0;0;2;2
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;HEPATITE B;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;2;2
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;VOP (ORAL) - POLIOMELITE;0;0;5;0;5
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ROTAVÍRUS;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PENTA;0;0;1;1;2
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;TRÍPLICE VIRAL;0;0;1;1;2
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;INFLUENZA;0;24;11;0;35
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;COVID PFIZER;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;COVID CORONAVAC;0;2;0;0;2
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;COVID COMINARTY INFANTIL;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;COVID ASTRAZENECA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;VARICELA;0;1;0;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;COVID PFIZER BABY;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;Q-DENGA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;XBB;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;TETRAVIRAL;0;0;0;4;4
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ACWY;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;MENINGOCÓCICA ACWY;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;FEBRE AMARELA;0;0;0;8;8
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PNEUMOCÓCICA;0;0;1;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;MENINGOCÓCICA C;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;DTP - TRÍPLICE BACTERIANA;0;7;0;4;11
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;HEPATITE A;0;0;0;1;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;HEPATITE B;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;VOP (ORAL) - POLIOMELITE;0;0;4;0;4
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ROTAVÍRUS;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PENTA;0;0;5;0;5
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;TRÍPLICE VIRAL;0;5;0;1;6
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;INFLUENZA;0;13;16;19;48
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;COVID PFIZER;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;COVID CORONAVAC;0;4;0;0;4
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;COVID COMINARTY INFANTIL;0;0;0;0;0
