URG;Escola;Vacina;2022;2023;2024;2025;Total
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;DT - DIFTERIA E TÉTANO;0;0;2;2;4
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;PENTA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;TRÍPLICE VIRAL;0;0;1;1;2
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;INFLUENZA;0;92;100;14;206
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;COVID PFIZER;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;COVID CORONAVAC;0;6;0;0;6
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;COVID COMINARTY INFANTIL;0;18;0;0;18
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;VARICELA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;Q-DENGA;0;0;92;0;92
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;TETRAVIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;HPV - VÍRUS DO PAPILOMA HUMANO;0;48;25;17;90
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;MENINGOCÓCICA ACWY;0;5;11;3;19
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;FEBRE AMARELA;0;3;0;27;30
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;PNEUMOCÓCICA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;MENINGOCÓCICA C;0;0;0;1;1
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;DTP - TRÍPLICE BACTERIANA;0;3;0;12;15
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;HEPATITE A;0;0;0;1;1
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;2;2
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;VOP (ORAL) - POLIOMELITE;0;0;6;0;6
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;PENTA;0;0;12;0;12
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;TRÍPLICE VIRAL;0;0;1;0;1
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;INFLUENZA;0;106;137;31;274
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;COVID PFIZER;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;COVID CORONAVAC;0;1;0;0;1
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;COVID COMINARTY INFANTIL;0;7;0;0;7
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;VARICELA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;Q-DENGA;0;0;120;0;120
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;TETRAVIRAL;0;0;0;8;8
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;HPV - VÍRUS DO PAPILOMA HUMANO;0;27;25;12;64
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;MENINGOCÓCICA ACWY;0;5;6;10;21
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;FEBRE AMARELA;0;6;13;25;44
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;PNEUMOCÓCICA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;MENINGOCÓCICA C;0;1;0;0;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;DTP - TRÍPLICE BACTERIANA;0;13;0;11;24
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;HEPATITE A;0;1;1;1;3
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;DT - DIFTERIA E TÉTANO;0;0;1;0;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;VOP (ORAL) - POLIOMELITE;0;0;6;0;6
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;PENTA;0;1;13;0;14
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;TRÍPLICE VIRAL;0;0;0;1;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;INFLUENZA;0;69;166;19;254
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;COVID PFIZER;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;COVID CORONAVAC;0;8;0;0;8
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;COVID COMINARTY INFANTIL;0;16;0;0;16
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;VARICELA;0;8;0;0;8
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;Q-DENGA;0;0;118;0;118
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;TETRAVIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;HPV - VÍRUS DO PAPILOMA HUMANO;0;29;28;21;78
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;MENINGOCÓCICA ACWY;0;4;6;9;19
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;FEBRE AMARELA;0;12;18;9;39
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;PNEUMOCÓCICA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;MENINGOCÓCICA C;0;0;0;1;1
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;DTP - TRÍPLICE BACTERIANA;0;9;0;7;16
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;HEPATITE A;0;1;0;0;1
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;1;1
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;VOP (ORAL) - POLIOMELITE;0;0;6;0;6
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;PENTA;0;0;12;1;13
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;TRÍPLICE VIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;INFLUENZA;0;111;167;21;299
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;COVID PFIZER;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;COVID CORONAVAC;0;4;0;0;4
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;COVID COMINARTY INFANTIL;0;14;0;0;14
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;VARICELA;0;7;0;0;7
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;Q-DENGA;0;0;102;0;102
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;TETRAVIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;HPV - VÍRUS DO PAPILOMA HUMANO;0;8;16;13;37
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;MENINGOCÓCICA ACWY;0;5;9;15;29
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;FEBRE AMARELA;0;1;7;15;23
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;PNEUMOCÓCICA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;MENINGOCÓCICA C;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;DTP - TRÍPLICE BACTERIANA;0;2;0;3;5
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;HEPATITE A;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;HEPATITE B;0;1;0;0;1
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;DT - DIFTERIA E TÉTANO;0;4;2;6;12
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;PENTA;0;0;3;0;3
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;TRÍPLICE VIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;INFLUENZA;0;106;72;14;192
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;COVID PFIZER;0;2;0;0;2
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;COVID CORONAVAC;0;11;0;0;11
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;COVID COMINARTY INFANTIL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;VARICELA;0;1;0;0;1
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;Q-DENGA;0;0;59;0;59
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;TETRAVIRAL;0;0;0;3;3
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;HPV - VÍRUS DO PAPILOMA HUMANO;0;24;35;17;76
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;MENINGOCÓCICA ACWY;0;17;17;29;63
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;FEBRE AMARELA;0;0;5;18;23
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;PNEUMOCÓCICA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;MENINGOCÓCICA C;0;0;1;0;1
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;DTP - TRÍPLICE BACTERIANA;0;4;0;4;8
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;HEPATITE A;0;0;1;0;1
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;DT - DIFTERIA E TÉTANO;0;1;8;4;13
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;VOP (ORAL) - POLIOMELITE;0;0;4;0;4
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;PENTA;0;0;12;0;12
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;TRÍPLICE VIRAL;0;0;0;1;1
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;INFLUENZA;0;122;150;12;284
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;COVID PFIZER;0;2;1;0;3
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;COVID CORONAVAC;0;0;1;0;1
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;COVID COMINARTY INFANTIL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;VARICELA;0;2;0;0;2
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;Q-DENGA;0;0;128;0;128
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;TETRAVIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;HPV - VÍRUS DO PAPILOMA HUMANO;0;2;39;26;67
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;MENINGOCÓCICA ACWY;0;9;15;11;35
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;FEBRE AMARELA;0;17;18;29;64
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;PNEUMOCÓCICA;0;0;0;1;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;MENINGOCÓCICA C;0;0;0;2;2
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;DTP - TRÍPLICE BACTERIANA;0;12;12;12;36
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;HEPATITE A;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;HEPATITE B;0;0;0;1;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;DT - DIFTERIA E TÉTANO;0;2;0;4;6
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;1;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;VOP (ORAL) - POLIOMELITE;0;0;9;0;9
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;PENTA;0;0;3;0;3
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;TRÍPLICE VIRAL;0;0;0;11;11
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;INFLUENZA;0;92;98;27;217
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;COVID PFIZER;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;COVID CORONAVAC;0;7;0;0;7
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;COVID COMINARTY INFANTIL;0;8;0;0;8
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;VARICELA;0;0;0;2;2
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;Q-DENGA;0;0;43;0;43
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;TETRAVIRAL;0;0;0;3;3
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;MENINGOCÓCICA ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;FEBRE AMARELA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;PNEUMOCÓCICA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;MENINGOCÓCICA C;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;DTP - TRÍPLICE BACTERIANA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;HEPATITE A;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;PENTA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;TRÍPLICE VIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;INFLUENZA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;COVID PFIZER;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;COVID CORONAVAC;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;COVID COMINARTY INFANTIL;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;VARICELA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;Q-DENGA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;TETRAVIRAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;MENINGOCÓCICA ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;FEBRE AMARELA;0;11;9;16;36
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;PNEUMOCÓCICA;0;0;0;1;1
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;MENINGOCÓCICA C;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;DTP - TRÍPLICE BACTERIANA;0;4;0;12;16
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;HEPATITE A;0;0;1;2;3
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;VOP (ORAL) - POLIOMELITE;0;0;6;0;6
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ROTAVÍRUS;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;PENTA;0;0;14;1;15
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;TRÍPLICE VIRAL;0;0;0;1;1
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;INFLUENZA;0;18;33;36;87
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;COVID PFIZER;0;0;1;0;1
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;COVID CORONAVAC;0;3;0;0;3
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;COVID COMINARTY INFANTIL;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;COVID ASTRAZENECA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;VARICELA;0;1;0;0;1
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;COVID PFIZER BABY;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;Q-DENGA;0;0;1;0;1
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;XBB;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;TETRAVIRAL;0;0;0;10;10
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;HPV - VÍRUS DO PAPILOMA HUMANO;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;MENINGOCÓCICA ACWY;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;FEBRE AMARELA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;PNEUMOCÓCICA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;MENINGOCÓCICA C;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;DTP - TRÍPLICE BACTERIANA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;HEPATITE A;0;0;2;0;2
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;HEPATITE B;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;DT - DIFTERIA E TÉTANO;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;VIP (INJETÁVEL) - POLIOMIELITE ;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;VOP (ORAL) - POLIOMELITE;0;0;0;0;0
