Ano;IdUrg;URG;Escola;Tipo;Vacina;Qtd
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;COVID COMINARTY INFANTIL;2
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;COVID PFIZER;1
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;FEBRE AMARELA;2
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;HPV - VÍRUS DO PAPILOMA HUMANO;2
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;INFLUENZA;8
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;COVID PFIZER;15
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;DT - DIFTERIA E TÉTANO;2
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;DTP - TRÍPLICE BACTERIANA;4
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;INFLUENZA;8
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;MENINGOCÓCICA C;1
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;PNEUMOCÓCICA;1
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;VOP (ORAL) - POLIOMELITE;15
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;COVID COMINARTY INFANTIL;18
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;COVID PFIZER;1
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;DT - DIFTERIA E TÉTANO;1
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;DTP - TRÍPLICE BACTERIANA;7
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;FEBRE AMARELA;7
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;27
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;INFLUENZA;24
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;MENINGOCÓCICA ACWY;15
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;MENINGOCÓCICA C;2
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;VARICELA;3
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;VOP (ORAL) - POLIOMELITE;7
2022;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;COVID PFIZER;39
2022;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;DT - DIFTERIA E TÉTANO;2
2022;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;39
2022;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;INFLUENZA;51
2022;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;MENINGOCÓCICA ACWY;19
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;COVID COMINARTY INFANTIL;5
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;COVID CORONAVAC;3
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;COVID PFIZER;19
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;DT - DIFTERIA E TÉTANO;18
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;DTP - TRÍPLICE BACTERIANA;2
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;FEBRE AMARELA;17
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;HPV - VÍRUS DO PAPILOMA HUMANO;118
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;INFLUENZA;84
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;MENINGOCÓCICA ACWY;76
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;VARICELA;2
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;VOP (ORAL) - POLIOMELITE;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;COVID COMINARTY INFANTIL;52
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;COVID CORONAVAC;19
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;DT - DIFTERIA E TÉTANO;5
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;DTP - TRÍPLICE BACTERIANA;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;FEBRE AMARELA;54
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;HEPATITE A;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;HEPATITE B;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;87
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;INFLUENZA;147
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;MENINGOCÓCICA ACWY;57
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;TRÍPLICE VIRAL;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;VARICELA;1
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;VOP (ORAL) - POLIOMELITE;8
2022;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;COVID PFIZER;38
2022;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;FEBRE AMARELA;1
2022;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;HPV - VÍRUS DO PAPILOMA HUMANO;61
2022;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;INFLUENZA;37
2022;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;MENINGOCÓCICA ACWY;31
2022;2;URG II-POSSE;E M GUINLE;EM;COVID PFIZER;15
2022;2;URG II-POSSE;E M GUINLE;EM;DT - DIFTERIA E TÉTANO;1
2022;2;URG II-POSSE;E M GUINLE;EM;DTP - TRÍPLICE BACTERIANA;2
2022;2;URG II-POSSE;E M GUINLE;EM;HPV - VÍRUS DO PAPILOMA HUMANO;17
2022;2;URG II-POSSE;E M GUINLE;EM;INFLUENZA;14
2022;2;URG II-POSSE;E M GUINLE;EM;MENINGOCÓCICA ACWY;5
2022;2;URG II-POSSE;E M GUINLE;EM;MENINGOCÓCICA C;3
2022;2;URG II-POSSE;E M GUINLE;EM;VOP (ORAL) - POLIOMELITE;3
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;COVID PFIZER;21
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;DTP - TRÍPLICE BACTERIANA;3
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;HPV - VÍRUS DO PAPILOMA HUMANO;41
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;INFLUENZA;20
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;MENINGOCÓCICA ACWY;17
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;MENINGOCÓCICA C;5
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;TRÍPLICE VIRAL;2
2022;2;URG II-POSSE;E M HERBERT MOSES;EM;VOP (ORAL) - POLIOMELITE;1
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;COVID COMINARTY INFANTIL;10
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;COVID CORONAVAC;10
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;COVID PFIZER;6
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;DT - DIFTERIA E TÉTANO;9
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;FEBRE AMARELA;20
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;49
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;INFLUENZA;60
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;MENINGOCÓCICA ACWY;46
2022;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;DTP - TRÍPLICE BACTERIANA;1
2022;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;FEBRE AMARELA;1
2022;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;VOP (ORAL) - POLIOMELITE;1
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;COVID COMINARTY INFANTIL;9
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;COVID CORONAVAC;11
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;COVID PFIZER;27
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;DTP - TRÍPLICE BACTERIANA;1
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;FEBRE AMARELA;10
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;34
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;INFLUENZA;44
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;MENINGOCÓCICA ACWY;6
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;VOP (ORAL) - POLIOMELITE;3
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;COVID PFIZER;17
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;DTP - TRÍPLICE BACTERIANA;1
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;17
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;INFLUENZA;16
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;MENINGOCÓCICA ACWY;9
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;MENINGOCÓCICA C;1
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;COVID COMINARTY INFANTIL;15
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;COVID CORONAVAC;1
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;FEBRE AMARELA;14
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;HPV - VÍRUS DO PAPILOMA HUMANO;32
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;INFLUENZA;44
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;MENINGOCÓCICA ACWY;10
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;VARICELA;1
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;VOP (ORAL) - POLIOMELITE;2
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;COVID COMINARTY INFANTIL;13
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;COVID CORONAVAC;6
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;COVID PFIZER;1
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;DT - DIFTERIA E TÉTANO;1
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;DTP - TRÍPLICE BACTERIANA;8
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;FEBRE AMARELA;8
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;52
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;INFLUENZA;77
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;MENINGOCÓCICA ACWY;16
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;MENINGOCÓCICA C;1
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;VARICELA;3
2022;2;URG II-POSSE;E M SAO BENEDITO;EM;VOP (ORAL) - POLIOMELITE;4
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;COVID PFIZER;52
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;DTP - TRÍPLICE BACTERIANA;11
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;FEBRE AMARELA;9
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;HEPATITE A;1
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;HEPATITE B;1
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;25
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;INFLUENZA;55
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;MENINGOCÓCICA ACWY;16
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;VOP (ORAL) - POLIOMELITE;4
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;COVID COMINARTY INFANTIL;16
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;COVID CORONAVAC;6
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;COVID PFIZER;17
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;DT - DIFTERIA E TÉTANO;3
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;FEBRE AMARELA;27
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;HPV - VÍRUS DO PAPILOMA HUMANO;82
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;INFLUENZA;70
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;MENINGOCÓCICA ACWY;42
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;VARICELA;1
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;VOP (ORAL) - POLIOMELITE;2
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;COVID COMINARTY INFANTIL;13
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;COVID CORONAVAC;12
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;COVID PFIZER;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;DT - DIFTERIA E TÉTANO;2
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;DTP - TRÍPLICE BACTERIANA;2
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;FEBRE AMARELA;30
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;52
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;INFLUENZA;71
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;MENINGOCÓCICA ACWY;15
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;MENINGOCÓCICA C;1
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;PNEUMOCÓCICA;1
2022;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;DTP - TRÍPLICE BACTERIANA;9
2022;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;FEBRE AMARELA;5
2022;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;TRÍPLICE VIRAL;5
2022;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;VOP (ORAL) - POLIOMELITE;8
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;COVID COMINARTY INFANTIL;2
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;DTP - TRÍPLICE BACTERIANA;3
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;FEBRE AMARELA;1
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;6
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;INFLUENZA;4
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;MENINGOCÓCICA ACWY;4
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EM;VOP (ORAL) - POLIOMELITE;3
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;COVID COMINARTY INFANTIL;11
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;COVID PFIZER;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;FEBRE AMARELA;3
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;HPV - VÍRUS DO PAPILOMA HUMANO;5
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;INFLUENZA;23
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;MENINGOCÓCICA ACWY;2
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;VARICELA;1
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EM;VOP (ORAL) - POLIOMELITE;2
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;INFLUENZA;1
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;EM;MENINGOCÓCICA ACWY;2
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;DT - DIFTERIA E TÉTANO;1
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;FEBRE AMARELA;5
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;11
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;INFLUENZA;10
2022;9;URG IX-TINGUA;E M DE JACERUBA;EM;MENINGOCÓCICA ACWY;6
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;COVID COMINARTY INFANTIL;3
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;DTP - TRÍPLICE BACTERIANA;4
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;FEBRE AMARELA;3
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;7
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;INFLUENZA;13
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;MENINGOCÓCICA ACWY;3
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;VARICELA;5
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;EM;VOP (ORAL) - POLIOMELITE;3
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;COVID COMINARTY INFANTIL;4
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;COVID PFIZER;2
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;DTP - TRÍPLICE BACTERIANA;2
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;FEBRE AMARELA;11
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;HPV - VÍRUS DO PAPILOMA HUMANO;15
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;INFLUENZA;16
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;MENINGOCÓCICA ACWY;11
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;VARICELA;1
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EM;VOP (ORAL) - POLIOMELITE;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;COVID COMINARTY INFANTIL;3
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;DT - DIFTERIA E TÉTANO;1
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;DTP - TRÍPLICE BACTERIANA;3
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;FEBRE AMARELA;15
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;28
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;INFLUENZA;24
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;MENINGOCÓCICA ACWY;12
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;VARICELA;2
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EM;VOP (ORAL) - POLIOMELITE;5
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;COVID COMINARTY INFANTIL;1
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;COVID PFIZER;1
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;FEBRE AMARELA;12
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;5
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;INFLUENZA;2
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;EM;MENINGOCÓCICA ACWY;4
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;DTP - TRÍPLICE BACTERIANA;4
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;FEBRE AMARELA;2
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;INFLUENZA;5
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;VARICELA;2
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;CRECHE;VOP (ORAL) - POLIOMELITE;2
2023;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;CONVENIADA;COVID CORONAVAC;2
2023;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;CONVENIADA;DTP - TRÍPLICE BACTERIANA;7
2023;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;CONVENIADA;INFLUENZA;14
2023;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;CONVENIADA;VARICELA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;COVID CORONAVAC;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;FEBRE AMARELA;5
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;CRECHE;INFLUENZA;6
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;DTP - TRÍPLICE BACTERIANA;7
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;INFLUENZA;18
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;PENTA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;PNEUMOCÓCICA;1
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;VARICELA;7
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;CRECHE;VOP (ORAL) - POLIOMELITE;4
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;COVID PFIZER;1
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;DT - DIFTERIA E TÉTANO;1
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;DTP - TRÍPLICE BACTERIANA;4
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;FEBRE AMARELA;4
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;HPV - VÍRUS DO PAPILOMA HUMANO;13
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;INFLUENZA;27
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;MENINGOCÓCICA ACWY;4
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;EM;VOP (ORAL) - POLIOMELITE;2
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;COVID COMINARTY INFANTIL;1
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;DT - DIFTERIA E TÉTANO;2
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;FEBRE AMARELA;3
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;22
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;INFLUENZA;8
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;EM;MENINGOCÓCICA ACWY;7
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;DTP - TRÍPLICE BACTERIANA;5
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;FEBRE AMARELA;9
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;36
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;INFLUENZA;65
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;MENINGOCÓCICA ACWY;2
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;EM;MENINGOCÓCICA C;8
2023;1;URG I-CENTRO;E M DR THIBAU;EM;COVID COMINARTY INFANTIL;3
2023;1;URG I-CENTRO;E M DR THIBAU;EM;DTP - TRÍPLICE BACTERIANA;1
2023;1;URG I-CENTRO;E M DR THIBAU;EM;FEBRE AMARELA;5
2023;1;URG I-CENTRO;E M DR THIBAU;EM;HPV - VÍRUS DO PAPILOMA HUMANO;21
2023;1;URG I-CENTRO;E M DR THIBAU;EM;INFLUENZA;34
2023;1;URG I-CENTRO;E M DR THIBAU;EM;MENINGOCÓCICA ACWY;5
2023;1;URG I-CENTRO;E M DR THIBAU;EM;VOP (ORAL) - POLIOMELITE;1
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;EM;COVID PFIZER;2
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;EM;DTP - TRÍPLICE BACTERIANA;5
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;EM;FEBRE AMARELA;19
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;45
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;EM;INFLUENZA;70
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;EM;MENINGOCÓCICA ACWY;12
