Ano;IdUrg;URG;Escola;Tipo;Vacina;Qtd
2024;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;28
2024;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;INFLUENZA;167
2024;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;MENINGOCÓCICA ACWY;6
2024;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;PENTA;12
2024;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;Q-DENGA;102
2024;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;VOP (ORAL) - POLIOMELITE;6
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;DT - DIFTERIA E TÉTANO;2
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;FEBRE AMARELA;7
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;16
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;INFLUENZA;72
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;MENINGOCÓCICA ACWY;9
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;PENTA;3
2024;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;Q-DENGA;59
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;COVID CORONAVAC;1
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;COVID PFIZER;1
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;DT - DIFTERIA E TÉTANO;8
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;FEBRE AMARELA;5
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;HEPATITE A;1
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;HPV - VÍRUS DO PAPILOMA HUMANO;35
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;INFLUENZA;150
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;MENINGOCÓCICA ACWY;17
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;MENINGOCÓCICA C;1
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;PENTA;12
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;PNEUMOCÓCICA;1
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;Q-DENGA;128
2024;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;VOP (ORAL) - POLIOMELITE;4
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;DTP - TRÍPLICE BACTERIANA;12
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;FEBRE AMARELA;18
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;39
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;INFLUENZA;98
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;MENINGOCÓCICA ACWY;15
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;PENTA;3
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;Q-DENGA;43
2024;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;VOP (ORAL) - POLIOMELITE;9
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;COVID PFIZER;1
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;FEBRE AMARELA;9
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;HEPATITE A;1
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;INFLUENZA;33
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;PENTA;14
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;Q-DENGA;1
2024;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;VOP (ORAL) - POLIOMELITE;6
2024;3;URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;CONVENIADA;HEPATITE A;2
2024;3;URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;CONVENIADA;INFLUENZA;6
2024;3;URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;CONVENIADA;PENTA;4
2024;3;URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;CONVENIADA;TETRAVIRAL;3
2024;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;DTP - TRÍPLICE BACTERIANA;2
2024;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;INFLUENZA;13
2024;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;TETRAVIRAL;19
2024;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;VOP (ORAL) - POLIOMELITE;5
2024;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;INFLUENZA;4
2024;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;PENTA;2
2024;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;TETRAVIRAL;2
2024;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;VIP (INJETÁVEL) - POLIOMIELITE ;1
2024;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;DTP - TRÍPLICE BACTERIANA;3
2024;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;16
2024;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;INFLUENZA;47
2024;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;MENINGOCÓCICA ACWY;3
2024;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;Q-DENGA;15
2024;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;DTP - TRÍPLICE BACTERIANA;2
2024;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;HPV - VÍRUS DO PAPILOMA HUMANO;2
2024;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;INFLUENZA;17
2024;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;MENINGOCÓCICA ACWY;1
2024;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;Q-DENGA;1
2024;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;TETRAVIRAL;1
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;DT - DIFTERIA E TÉTANO;1
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;DTP - TRÍPLICE BACTERIANA;3
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;FEBRE AMARELA;20
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;HPV - VÍRUS DO PAPILOMA HUMANO;21
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;INFLUENZA;47
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;MENINGOCÓCICA ACWY;13
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;PENTA;6
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;Q-DENGA;12
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;TETRAVIRAL;5
2024;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;VIP (INJETÁVEL) - POLIOMIELITE ;8
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;DT - DIFTERIA E TÉTANO;3
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;DTP - TRÍPLICE BACTERIANA;1
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;FEBRE AMARELA;3
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;HPV - VÍRUS DO PAPILOMA HUMANO;30
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;INFLUENZA;70
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;MENINGOCÓCICA ACWY;29
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;PENTA;1
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;Q-DENGA;93
2024;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;VOP (ORAL) - POLIOMELITE;3
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;DT - DIFTERIA E TÉTANO;17
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;DTP - TRÍPLICE BACTERIANA;2
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;FEBRE AMARELA;13
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;45
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;INFLUENZA;113
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;MENINGOCÓCICA ACWY;36
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;Q-DENGA;117
2024;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;TETRAVIRAL;1
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;DT - DIFTERIA E TÉTANO;4
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;DTP - TRÍPLICE BACTERIANA;1
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;FEBRE AMARELA;7
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;9
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;INFLUENZA;36
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;MENINGOCÓCICA ACWY;10
2024;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;Q-DENGA;33
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;DT - DIFTERIA E TÉTANO;2
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;DTP - TRÍPLICE BACTERIANA;2
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;HEPATITE B;1
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;4
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;INFLUENZA;28
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;MENINGOCÓCICA ACWY;7
2024;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;Q-DENGA;61
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;DT - DIFTERIA E TÉTANO;6
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;DTP - TRÍPLICE BACTERIANA;12
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;FEBRE AMARELA;16
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;HEPATITE A;1
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;21
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;INFLUENZA;62
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;MENINGOCÓCICA ACWY;19
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;Q-DENGA;29
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;TETRAVIRAL;6
2024;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;VOP (ORAL) - POLIOMELITE;4
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;DT - DIFTERIA E TÉTANO;1
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;DTP - TRÍPLICE BACTERIANA;9
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;HEPATITE A;1
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;19
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;INFLUENZA;74
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;MENINGOCÓCICA ACWY;6
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;Q-DENGA;7
2024;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;VOP (ORAL) - POLIOMELITE;5
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;COVID PFIZER;1
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;DT - DIFTERIA E TÉTANO;2
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;DTP - TRÍPLICE BACTERIANA;9
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;13
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;INFLUENZA;50
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;MENINGOCÓCICA ACWY;3
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;Q-DENGA;28
2024;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;VOP (ORAL) - POLIOMELITE;6
2024;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;DTP - TRÍPLICE BACTERIANA;4
2024;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;24
2024;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;INFLUENZA;89
2024;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;MENINGOCÓCICA ACWY;5
2024;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;Q-DENGA;4
2024;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;TRÍPLICE VIRAL;1
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;DT - DIFTERIA E TÉTANO;12
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;FEBRE AMARELA;5
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;HEPATITE B;1
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;HPV - VÍRUS DO PAPILOMA HUMANO;15
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;INFLUENZA;35
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;MENINGOCÓCICA ACWY;26
2024;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;Q-DENGA;58
2024;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;DT - DIFTERIA E TÉTANO;1
2024;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;14
2024;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;INFLUENZA;21
2024;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;MENINGOCÓCICA ACWY;12
2024;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;Q-DENGA;14
2024;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;DT - DIFTERIA E TÉTANO;2
2024;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;7
2024;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;INFLUENZA;36
2024;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;MENINGOCÓCICA ACWY;11
2024;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;Q-DENGA;12
2024;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;DTP - TRÍPLICE BACTERIANA;8
2024;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;13
2024;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;INFLUENZA;52
2024;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;MENINGOCÓCICA ACWY;2
2024;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;Q-DENGA;7
2024;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;VOP (ORAL) - POLIOMELITE;2
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;FEBRE AMARELA;4
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;HPV - VÍRUS DO PAPILOMA HUMANO;13
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;INFLUENZA;35
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;MENINGOCÓCICA ACWY;5
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;PENTA;2
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;Q-DENGA;17
2024;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;TETRAVIRAL;5
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;DT - DIFTERIA E TÉTANO;2
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;DTP - TRÍPLICE BACTERIANA;2
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;19
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;INFLUENZA;40
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;MENINGOCÓCICA ACWY;4
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;Q-DENGA;56
2024;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;VOP (ORAL) - POLIOMELITE;1
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;DT - DIFTERIA E TÉTANO;1
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;DTP - TRÍPLICE BACTERIANA;8
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;HEPATITE B;2
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;28
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;INFLUENZA;137
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;MENINGOCÓCICA ACWY;7
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;Q-DENGA;16
2024;4;URG IV-CABUÇU;E M TRES MARIAS;EM;VOP (ORAL) - POLIOMELITE;1
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;FEBRE AMARELA;14
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;HEPATITE A;1
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;HPV - VÍRUS DO PAPILOMA HUMANO;5
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;INFLUENZA;29
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;MENINGOCÓCICA ACWY;6
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;PENTA;5
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;PNEUMOCÓCICA;1
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;Q-DENGA;16
2024;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;TETRAVIRAL;10
2024;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;DTP - TRÍPLICE BACTERIANA;2
2024;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;INFLUENZA;21
2024;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;TETRAVIRAL;9
2024;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;VARICELA;1
2024;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;VOP (ORAL) - POLIOMELITE;2
2024;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;FEBRE AMARELA;9
2024;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;INFLUENZA;43
2024;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;PENTA;11
2024;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;VOP (ORAL) - POLIOMELITE;7
2024;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;DTP - TRÍPLICE BACTERIANA;3
2024;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;INFLUENZA;5
2024;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;Q-DENGA;1
2024;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;VOP (ORAL) - POLIOMELITE;2
2024;4;URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;DTP - TRÍPLICE BACTERIANA;7
2024;4;URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;INFLUENZA;13
2024;4;URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;PENTA;1
2024;4;URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;VOP (ORAL) - POLIOMELITE;7
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;DT - DIFTERIA E TÉTANO;3
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;DTP - TRÍPLICE BACTERIANA;7
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;FEBRE AMARELA;3
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;HPV - VÍRUS DO PAPILOMA HUMANO;12
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;INFLUENZA;48
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;MENINGOCÓCICA ACWY;6
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;PENTA;1
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;Q-DENGA;8
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;TETRAVIRAL;2
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;VARICELA;11
2024;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;VIP (INJETÁVEL) - POLIOMIELITE ;1
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;COVID PFIZER;1
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;DT - DIFTERIA E TÉTANO;2
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;DTP - TRÍPLICE BACTERIANA;8
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;HPV - VÍRUS DO PAPILOMA HUMANO;23
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;INFLUENZA;68
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;MENINGOCÓCICA ACWY;14
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;Q-DENGA;15
2024;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;VOP (ORAL) - POLIOMELITE;3
2024;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;COVID PFIZER;1
2024;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;DT - DIFTERIA E TÉTANO;3
2024;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;DTP - TRÍPLICE BACTERIANA;2
2024;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;FEBRE AMARELA;2
