Ano;IdUrg;URG;Escola;DtInicio;DtFechamento;QtdAlunoEscola;QtdAluno;QtdProfessor;QtdPsicologo;QtdAssistSocial;QtdEnfermagem;QtdMedico;QtdVacinacao;QtdVacina;QtdEncaminhamento;QtdExame
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;15/05/2025;16/05/2025;488;397;375;101;349;362;237;97;130;54;75
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;05/05/2025;05/05/2025;139;96;89;15;81;92;65;44;79;27;26
2025;3;URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;null;null;62;0;0;0;0;0;0;0;0;0;0
2025;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;06/05/2025;06/05/2025;145;105;93;16;94;91;66;29;54;13;10
2025;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;05/06/2025;06/06/2025;96;59;54;20;50;57;55;22;32;20;13
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;16/06/2025;18/06/2025;555;526;500;130;419;438;152;100;131;56;41
2025;4;URG IV-CABUÇU;E M CAMPO ALEGRE;11/06/2025;12/06/2025;82;68;65;0;58;61;35;31;41;19;7
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;30/06/2025;01/07/2025;628;511;481;0;449;445;182;117;133;97;70
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;05/06/2025;11/06/2025;1202;1006;917;283;842;878;350;277;349;118;72
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;28/07/2025;30/07/2025;842;661;582;0;554;607;221;181;203;81;50
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;03/06/2025;04/06/2025;474;420;395;93;360;363;170;128;184;86;59
2025;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;07/07/2025;08/07/2025;355;297;289;51;234;240;114;71;99;49;44
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;31/07/2025;01/08/2025;709;604;576;15;484;505;135;144;170;22;26
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;26/06/2025;27/06/2025;434;387;360;15;353;355;136;102;118;25;19
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;30/06/2025;01/07/2025;316;305;298;37;232;239;129;92;102;50;23
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;25/06/2025;27/06/2025;620;542;509;81;450;463;260;181;213;88;54
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;04/07/2025;08/07/2025;735;650;626;38;437;417;100;90;126;45;19
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;09/07/2025;10/07/2025;317;205;185;37;128;134;48;46;63;16;13
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;23/06/2025;24/06/2025;441;367;263;80;296;318;99;68;99;45;24
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;16/06/2025;18/06/2025;420;344;329;98;287;303;160;109;137;94;68
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;02/07/2025;03/07/2025;414;364;315;0;300;323;179;119;144;67;38
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;18/06/2025;26/06/2025;542;483;459;20;403;418;220;142;175;147;89
2025;4;URG IV-CABUÇU;E M TRES MARIAS;04/08/2025;06/08/2025;878;751;674;26;654;688;283;190;248;134;81
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;09/06/2025;10/06/2025;202;191;157;0;120;133;69;63;82;34;17
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;09/07/2025;10/07/2025;481;366;331;0;200;234;135;76;105;39;33
2025;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;12/06/2025;12/06/2025;115;73;57;0;62;69;64;33;49;9;8
2025;4;URG IV-CABUÇU;EMEI MONTE SOL;16/04/2025;16/04/2025;99;88;82;77;79;84;73;48;62;25;17
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;04/07/2025;04/07/2025;184;97;86;22;87;91;69;38;59;2;10
2025;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;05/09/2025;12/09/2025;76;59;32;0;31;34;15;7;12;3;8
2025;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;05/09/2025;10/09/2025;723;539;483;99;427;464;118;76;97;46;38
2025;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;07/08/2025;11/08/2025;693;571;511;8;422;431;150;96;126;26;18
2025;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;03/09/2025;09/09/2025;404;363;331;105;262;276;115;86;108;44;29
2025;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;22/08/2025;27/08/2025;964;733;627;95;572;547;245;158;215;88;67
2025;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;04/08/2025;07/08/2025;413;377;343;105;317;306;117;42;55;75;47
2025;5;URG V-KM 32;E M ALFREDO JOSE SOARES;12/08/2025;13/08/2025;384;305;280;0;259;278;161;105;133;159;78
2025;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;12/08/2025;15/08/2025;964;911;813;11;598;693;141;71;82;53;31
2025;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;28/08/2025;02/09/2025;703;521;472;22;371;378;188;120;144;87;24
2025;5;URG V-KM 32;E M JOSE REIS;28/07/2025;29/07/2025;470;434;431;70;305;318;80;78;89;66;47
2025;5;URG V-KM 32;E M PERA FLOR;18/08/2025;22/08/2025;947;860;792;52;715;720;350;240;301;103;78
2025;5;URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;19/08/2025;19/08/2025;349;285;274;0;263;264;114;69;77;46;38
2025;5;URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;08/08/2025;12/08/2025;470;357;328;28;298;318;208;134;149;33;62
2025;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;22/08/2025;27/08/2025;632;534;465;28;427;451;144;108;134;93;73
2025;5;URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;20/08/2025;21/08/2025;503;481;430;0;401;416;117;81;101;48;30
2025;5;URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;02/09/2025;08/09/2025;546;491;439;57;412;422;172;78;95;57;40
2025;5;URG V-KM 32;E M SHANGRI LA;01/08/2025;04/08/2025;325;264;251;10;197;212;81;60;69;16;10
2025;5;URG V-KM 32;E M VILA JOAO CORREA;14/08/2025;15/08/2025;514;457;413;5;384;419;166;114;153;43;51
2025;5;URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;11/07/2025;11/07/2025;106;66;59;37;59;65;58;32;48;0;0
2025;5;URG V-KM 32;EMEI JARDIM EUROPA;11/07/2025;11/07/2025;128;53;45;11;36;48;43;32;36;3;4
2025;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;30/07/2025;30/07/2025;112;82;76;0;70;78;49;35;57;24;31
2025;5;URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;31/07/2025;31/07/2025;84;42;41;0;27;30;29;14;20;11;5
2025;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;14/05/2025;14/05/2025;88;45;33;0;36;45;41;29;41;11;8
2025;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;13/05/2025;15/05/2025;821;651;548;133;512;553;237;131;196;124;83
2025;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;19/05/2025;20/05/2025;257;213;198;69;186;195;131;96;138;48;35
2025;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;09/05/2025;09/05/2025;222;182;170;39;149;154;126;31;41;25;35
2025;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;30/05/2025;04/06/2025;943;808;717;132;626;668;176;139;176;70;56
2025;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;12/05/2025;13/05/2025;245;221;212;93;202;203;107;40;56;48;34
2025;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;28/05/2025;29/05/2025;485;425;401;96;367;348;230;148;195;103;75
2025;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;28/05/2025;02/06/2025;845;724;675;52;600;630;185;131;193;47;25
2025;6;URG VI-AUSTIN;E M NENA RODRIGUES;07/05/2025;08/05/2025;303;293;257;0;250;264;108;46;67;48;39
2025;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;19/05/2025;22/05/2025;1023;882;807;205;741;783;323;248;347;111;110
2025;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;09/05/2025;12/05/2025;502;356;298;184;299;310;117;55;82;49;36
2025;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;23/05/2025;27/05/2025;849;789;748;178;683;681;315;221;302;79;72
2025;6;URG VI-AUSTIN;E M RUI BARBOSA;07/05/2025;08/05/2025;448;387;375;188;335;354;184;86;139;50;51
2025;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;23/05/2025;27/05/2025;635;557;482;41;455;474;205;177;251;53;50
2025;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;21/05/2025;21/05/2025;180;134;128;22;123;123;90;61;102;35;32
2025;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;22/05/2025;22/05/2025;81;68;60;36;60;64;61;37;67;24;17
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;27/03/2025;27/03/2025;174;81;67;0;74;75;30;11;22;10;6
2025;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;02/04/2025;12/09/2025;111;99;90;0;65;73;15;28;33;7;4
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;01/04/2025;01/04/2025;44;36;36;0;35;36;31;2;3;0;0
2025;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;27/03/2025;27/03/2025;114;64;48;0;43;50;36;11;15;2;8
2025;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;05/11/2025;05/11/2025;80;64;58;40;44;40;17;5;9;8;1
2025;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;18/03/2025;19/03/2025;531;450;406;200;406;423;159;62;71;52;41
2025;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;17/03/2025;17/03/2025;292;245;241;0;231;232;113;34;36;79;46
2025;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;03/11/2025;03/11/2025;160;96;46;7;86;84;22;8;10;16;15
2025;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;03/04/2025;03/04/2025;191;159;149;0;133;138;55;19;19;13;8
2025;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;02/04/2025;09/04/2025;748;606;554;29;510;531;281;56;75;119;73
2025;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;07/04/2025;09/04/2025;624;551;502;110;439;463;192;52;62;88;65
2025;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;31/03/2025;01/04/2025;965;395;298;0;284;350;182;42;49;117;76
2025;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;20/03/2025;01/04/2025;683;477;422;68;399;416;127;44;46;44;35
2025;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;25/03/2025;26/03/2025;435;364;354;0;340;349;107;39;40;54;44
2025;7;URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;31/03/2025;31/03/2025;82;49;46;0;48;49;46;13;21;26;15
2025;8;URG VIII-MIGUEL COUTO;CRECHE MUNICIPAL ELISABETE CARDOSO BARBOSA ARAÚJO;24/03/2025;24/03/2025;73;54;51;0;47;49;41;7;14;0;0
2025;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;24/02/2025;24/02/2025;369;253;239;0;232;228;100;47;53;36;28
2025;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;12/03/2025;14/03/2025;537;433;398;0;374;389;152;44;50;53;52
2025;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;17/03/2025;18/03/2025;415;356;336;0;312;319;176;40;43;90;68
2025;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;12/03/2025;26/03/2025;1031;902;746;261;708;705;212;93;101;67;47
2025;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;10/03/2025;13/03/2025;442;395;353;162;289;321;111;43;50;24;24
2025;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;25/02/2025;26/02/2025;646;483;445;0;400;435;209;59;80;141;81
2025;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;10/03/2025;11/03/2025;617;506;462;0;444;401;98;37;59;39;28
2025;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;24/03/2025;26/03/2025;599;544;534;0;473;486;205;46;50;106;68
2025;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;25/02/2025;26/02/2025;710;488;396;0;434;441;134;53;58;39;25
2025;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;19/03/2025;19/03/2025;274;223;218;0;195;200;116;35;37;60;28
2025;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;20/03/2025;20/03/2025;103;64;58;0;62;61;46;15;28;23;15
2025;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;21/03/2025;21/03/2025;82;49;45;0;48;48;48;21;29;17;23
2025;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;24/02/2025;24/02/2025;80;28;24;0;26;25;27;14;22;2;9
2025;9;URG IX-TINGUA;E M BARAO DE TINGUA;07/11/2025;07/11/2025;390;304;301;110;272;264;24;14;21;14;13
2025;9;URG IX-TINGUA;E M DE JACERUBA;05/11/2025;06/11/2025;153;147;146;46;113;101;7;19;28;5;3
2025;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;04/11/2025;04/11/2025;129;100;88;0;73;82;42;33;48;18;17
2025;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;10/11/2025;10/11/2025;258;227;217;0;167;161;63;42;70;32;22
2025;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;11/11/2025;11/11/2025;284;226;200;9;200;204;88;66;98;60;43
2025;9;URG IX-TINGUA;E M VALE DO TINGUA;06/11/2025;06/11/2025;214;181;178;0;126;131;39;30;51;27;20
2025;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;03/11/2025;03/11/2025;82;71;68;35;44;50;47;19;24;22;29
2026;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;CAIESP CASTORINA FARIA LIMA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M DR RUBENS FALCAO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M DR THIBAU;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M ENGENHO PEQUENO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M FRANCA CARVALHO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M HEITOR DANTAS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M JANICI FERREIRA MAIA ;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M JULIO RABELLO GUIMARAES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M MANOEL JOAO GONCALVES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M MENINOS DE DEUS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M MONTEIRO LOBATO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF ORNELIA LIPPI ASSUMPCAO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF OSIRES NEVES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF PAULO FREIRE;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E M PROF RUY DE QUEIROZ;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;EMEI SAO BENEDITO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;1;URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M DOUGLAS BRASIL;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M DR ORLANDO MELLO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M GUINLE;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M HERBERT MOSES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M LUIZ DE LEMOS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M SAO BENEDITO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M COMPACTOR;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;3;URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M CAMPO ALEGRE;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M TRES MARIAS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;EMEI MONTE SOL;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;EMEI NOVA ERA;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;null;null;0;0;0;0;0;0;0;0;0;0;0
2026;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;null;null;0;0;0;0;0;0;0;0;0;0;0
