URG;Escola;Consulta;2022;2023;2024;2025;Total
URG VIII-MIGUEL COUTO;EMEI AMBAI;PEDIATRA;0;0;0;2;4
URG VIII-MIGUEL COUTO;EMEI AMBAI;ALERGISTA;0;1;0;2;9
URG VIII-MIGUEL COUTO;EMEI AMBAI;ORTOPEDISTA;0;0;0;0;1
URG VIII-MIGUEL COUTO;EMEI AMBAI;OFTALMOLOGISTA;0;0;0;1;1
URG VIII-MIGUEL COUTO;EMEI AMBAI;NEUROLOGISTA;0;2;0;1;4
URG VIII-MIGUEL COUTO;EMEI AMBAI;CIRURGIÃO;0;1;0;1;2
URG VIII-MIGUEL COUTO;EMEI AMBAI;PSICOLOGIA;0;3;0;6;18
URG VIII-MIGUEL COUTO;EMEI AMBAI;OTORRINOLARINGOLOGISTA;0;1;0;0;1
URG VIII-MIGUEL COUTO;EMEI AMBAI;CARDIOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;REUMATOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;UROLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;PROCTOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;GINECOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;HEMATOLOGISTA;0;0;0;1;1
URG VIII-MIGUEL COUTO;EMEI AMBAI;ANGIOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;ONCOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;ENDOCRINOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;PSIQUIATRA;0;1;0;0;1
URG VIII-MIGUEL COUTO;EMEI AMBAI;INFECTOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;NUTRIÇÃO;0;0;0;0;1
URG VIII-MIGUEL COUTO;EMEI AMBAI;DENTISTA;0;4;0;4;22
URG VIII-MIGUEL COUTO;EMEI AMBAI;FONOAUDIÓLOGA;0;3;0;2;9
URG VIII-MIGUEL COUTO;EMEI AMBAI;GASTROENTEROLOGISTA;0;1;0;2;3
URG VIII-MIGUEL COUTO;EMEI AMBAI;PNEUMOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI AMBAI;TERAPIA OCUPACIONAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;DERMATOLOGISTA;0;1;1;1;3
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PEDIATRA;0;3;0;0;3
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ALERGISTA;0;2;1;2;5
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ORTOPEDISTA;0;1;0;0;1
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;OFTALMOLOGISTA;0;1;2;1;5
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;NEUROLOGISTA;0;2;1;2;8
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;CIRURGIÃO;0;1;0;1;2
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PSICOLOGIA;0;4;2;1;10
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;OTORRINOLARINGOLOGISTA;0;0;0;1;2
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;CARDIOLOGISTA;0;0;0;0;1
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;REUMATOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;UROLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PROCTOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;GINECOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;HEMATOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ANGIOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ONCOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;ENDOCRINOLOGISTA;0;0;0;1;2
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PSIQUIATRA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;INFECTOLOGISTA;0;1;0;0;1
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;NUTRIÇÃO;0;0;0;1;2
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;DENTISTA;0;4;1;4;14
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;FONOAUDIÓLOGA;0;2;1;2;8
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;GASTROENTEROLOGISTA;0;0;0;0;1
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;PNEUMOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;DERMATOLOGISTA;0;0;0;1;2
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PEDIATRA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ALERGISTA;0;1;1;0;4
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ORTOPEDISTA;0;0;0;0;1
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;OFTALMOLOGISTA;0;0;0;0;1
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;NEUROLOGISTA;0;0;3;0;3
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CIRURGIÃO;0;0;1;0;1
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PSICOLOGIA;0;1;1;1;4
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;OTORRINOLARINGOLOGISTA;0;1;0;0;1
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CARDIOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;REUMATOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;UROLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PROCTOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;GINECOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;HEMATOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ANGIOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ONCOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ENDOCRINOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PSIQUIATRA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;INFECTOLOGISTA;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;NUTRIÇÃO;0;0;0;0;0
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;DENTISTA;0;3;0;0;5
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;FONOAUDIÓLOGA;0;0;2;0;4
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;GASTROENTEROLOGISTA;0;0;0;0;2
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;PNEUMOLOGISTA;0;0;0;0;1
URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;TERAPIA OCUPACIONAL;0;0;0;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;DERMATOLOGISTA;0;0;0;1;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PEDIATRA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ALERGISTA;0;2;0;1;3
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ORTOPEDISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;OFTALMOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;NEUROLOGISTA;0;2;1;3;6
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;CIRURGIÃO;0;1;0;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PSICOLOGIA;0;5;0;2;7
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;OTORRINOLARINGOLOGISTA;0;1;0;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;CARDIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;REUMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;UROLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PROCTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;GINECOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;HEMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ANGIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ONCOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;ENDOCRINOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PSIQUIATRA;0;0;0;1;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;INFECTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;NUTRIÇÃO;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;DENTISTA;0;2;0;1;3
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;FONOAUDIÓLOGA;0;7;1;1;9
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;GASTROENTEROLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;PNEUMOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;TERAPIA OCUPACIONAL;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;DERMATOLOGISTA;0;3;2;0;5
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PEDIATRA;0;6;0;0;6
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ALERGISTA;0;3;2;0;5
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ORTOPEDISTA;0;0;3;0;3
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;OFTALMOLOGISTA;0;0;1;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;NEUROLOGISTA;0;2;2;2;6
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;CIRURGIÃO;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PSICOLOGIA;0;1;2;2;5
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;OTORRINOLARINGOLOGISTA;0;1;1;1;3
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;CARDIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;REUMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;UROLOGISTA;0;1;0;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PROCTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;GINECOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;HEMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ANGIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ONCOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;ENDOCRINOLOGISTA;0;0;1;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PSIQUIATRA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;INFECTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;NUTRIÇÃO;0;0;1;0;1
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;DENTISTA;0;4;3;0;7
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;FONOAUDIÓLOGA;0;1;0;2;3
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;GASTROENTEROLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;PNEUMOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;TERAPIA OCUPACIONAL;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;DERMATOLOGISTA;0;0;0;0;2
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;PEDIATRA;0;3;0;0;4
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ALERGISTA;0;1;3;0;5
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ORTOPEDISTA;0;0;0;0;2
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;OFTALMOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;NEUROLOGISTA;0;1;1;0;4
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CIRURGIÃO;0;0;2;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;PSICOLOGIA;0;1;0;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;OTORRINOLARINGOLOGISTA;0;0;0;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;CARDIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;REUMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;UROLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;PROCTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;GINECOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;HEMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ANGIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ONCOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ENDOCRINOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;PSIQUIATRA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;INFECTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;NUTRIÇÃO;0;0;0;0;1
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;DENTISTA;0;1;0;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;FONOAUDIÓLOGA;0;1;1;0;5
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;GASTROENTEROLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;PNEUMOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;DERMATOLOGISTA;0;0;1;0;6
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;PEDIATRA;0;0;2;0;4
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ALERGISTA;0;0;2;1;6
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ORTOPEDISTA;0;0;0;1;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;OFTALMOLOGISTA;0;0;0;0;1
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;NEUROLOGISTA;0;0;1;0;6
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;CIRURGIÃO;0;0;0;0;1
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;PSICOLOGIA;0;0;3;0;6
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;OTORRINOLARINGOLOGISTA;0;0;2;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;CARDIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;REUMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;UROLOGISTA;0;0;1;0;1
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;PROCTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;GINECOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;HEMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ANGIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ONCOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ENDOCRINOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;PSIQUIATRA;0;0;1;0;1
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;INFECTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;NUTRIÇÃO;0;0;1;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;DENTISTA;0;0;2;0;8
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;FONOAUDIÓLOGA;0;0;0;0;6
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;GASTROENTEROLOGISTA;0;0;0;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;PNEUMOLOGISTA;0;0;2;0;3
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;TERAPIA OCUPACIONAL;0;0;0;0;1
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;DERMATOLOGISTA;0;0;1;0;1
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;PEDIATRA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;ALERGISTA;2;0;0;0;2
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;ORTOPEDISTA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;OFTALMOLOGISTA;4;0;0;1;5
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;NEUROLOGISTA;3;0;0;1;4
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;CIRURGIÃO;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;PSICOLOGIA;6;0;1;1;8
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;OTORRINOLARINGOLOGISTA;0;0;0;1;1
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;CARDIOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;REUMATOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;UROLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;PROCTOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;GINECOLOGISTA;0;0;0;0;0
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;HEMATOLOGISTA;0;0;0;0;0
