URG;Escola;Consulta;2022;2023;2024;2025;Total
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;UROLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;PROCTOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;GINECOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;HEMATOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ANGIOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ONCOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ENDOCRINOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;PSIQUIATRA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;INFECTOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;NUTRIÇÃO;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;DENTISTA;0;0;1;0;1
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;FONOAUDIÓLOGA;0;0;1;0;1
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;GASTROENTEROLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;PNEUMOLOGISTA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;DERMATOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;PEDIATRA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ALERGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ORTOPEDISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;OFTALMOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;NEUROLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CIRURGIÃO;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;PSICOLOGIA;0;0;0;1;1
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;OTORRINOLARINGOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CARDIOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;UROLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;GINECOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;NUTRIÇÃO;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;DENTISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;FONOAUDIÓLOGA;0;0;0;2;2
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;DERMATOLOGISTA;5;2;5;2;14
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;PEDIATRA;10;3;0;0;13
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ALERGISTA;8;6;2;8;24
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ORTOPEDISTA;0;1;1;3;5
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;OFTALMOLOGISTA;6;7;5;3;21
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;NEUROLOGISTA;6;2;3;5;16
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;CIRURGIÃO;0;0;1;1;2
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;PSICOLOGIA;10;10;6;11;37
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;OTORRINOLARINGOLOGISTA;2;2;2;3;9
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;CARDIOLOGISTA;0;0;1;0;1
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;UROLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;GINECOLOGISTA;0;0;1;0;1
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ANGIOLOGISTA;0;0;0;1;1
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ENDOCRINOLOGISTA;2;0;0;0;2
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;PSIQUIATRA;0;1;1;1;3
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;NUTRIÇÃO;6;1;3;3;13
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;DENTISTA;5;10;10;21;46
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;FONOAUDIÓLOGA;7;10;3;3;23
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;TERAPIA OCUPACIONAL;0;2;5;0;7
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;DERMATOLOGISTA;0;0;3;6;9
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;PEDIATRA;0;2;0;3;5
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ALERGISTA;0;0;3;8;11
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ORTOPEDISTA;0;0;0;3;3
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;OFTALMOLOGISTA;0;6;6;7;19
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;NEUROLOGISTA;0;1;8;2;11
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;CIRURGIÃO;0;0;1;0;1
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;PSICOLOGIA;0;5;10;4;19
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;OTORRINOLARINGOLOGISTA;0;0;1;0;1
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;CARDIOLOGISTA;0;0;1;0;1
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;UROLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;GINECOLOGISTA;0;0;2;2;4
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ONCOLOGISTA;0;0;1;0;1
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;NUTRIÇÃO;0;0;0;2;2
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;DENTISTA;0;4;11;20;35
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;FONOAUDIÓLOGA;0;0;7;1;8
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;PNEUMOLOGISTA;0;0;1;2;3
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;TERAPIA OCUPACIONAL;0;0;2;0;2
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;DERMATOLOGISTA;0;1;0;1;2
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;PEDIATRA;0;10;0;0;10
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;ALERGISTA;0;1;1;3;5
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;ORTOPEDISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;OFTALMOLOGISTA;0;1;1;0;2
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;NEUROLOGISTA;0;2;0;3;5
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;CIRURGIÃO;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;PSICOLOGIA;0;4;1;3;8
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;OTORRINOLARINGOLOGISTA;0;0;1;1;2
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;CARDIOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;UROLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;GINECOLOGISTA;0;1;0;0;1
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;ONCOLOGISTA;0;0;0;1;1
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;NUTRIÇÃO;0;0;0;1;1
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;DENTISTA;0;2;1;5;8
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;FONOAUDIÓLOGA;0;1;3;1;5
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;GASTROENTEROLOGISTA;0;1;0;0;1
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;PNEUMOLOGISTA;0;0;1;0;1
URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;DERMATOLOGISTA;0;0;0;1;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;PEDIATRA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ALERGISTA;0;0;0;3;3
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ORTOPEDISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;OFTALMOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;NEUROLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CIRURGIÃO;0;0;0;1;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;PSICOLOGIA;0;0;0;1;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;OTORRINOLARINGOLOGISTA;0;0;0;2;2
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CARDIOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;UROLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;GINECOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;HEMATOLOGISTA;0;0;0;1;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ANGIOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ENDOCRINOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;PSIQUIATRA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;NUTRIÇÃO;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;DENTISTA;0;0;0;4;4
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;FONOAUDIÓLOGA;0;0;0;3;3
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;PNEUMOLOGISTA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;DERMATOLOGISTA;6;2;7;10;25
URG II-POSSE;E M DOUGLAS BRASIL;PEDIATRA;20;0;2;1;23
URG II-POSSE;E M DOUGLAS BRASIL;ALERGISTA;8;0;7;16;31
URG II-POSSE;E M DOUGLAS BRASIL;ORTOPEDISTA;5;0;3;2;10
URG II-POSSE;E M DOUGLAS BRASIL;OFTALMOLOGISTA;23;2;12;16;53
URG II-POSSE;E M DOUGLAS BRASIL;NEUROLOGISTA;18;3;6;8;35
URG II-POSSE;E M DOUGLAS BRASIL;CIRURGIÃO;1;1;0;1;3
URG II-POSSE;E M DOUGLAS BRASIL;PSICOLOGIA;32;9;11;20;72
URG II-POSSE;E M DOUGLAS BRASIL;OTORRINOLARINGOLOGISTA;6;1;4;7;18
URG II-POSSE;E M DOUGLAS BRASIL;CARDIOLOGISTA;3;0;0;1;4
URG II-POSSE;E M DOUGLAS BRASIL;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;UROLOGISTA;1;0;0;1;2
URG II-POSSE;E M DOUGLAS BRASIL;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;GINECOLOGISTA;2;1;2;2;7
URG II-POSSE;E M DOUGLAS BRASIL;HEMATOLOGISTA;1;0;0;0;1
URG II-POSSE;E M DOUGLAS BRASIL;ANGIOLOGISTA;0;0;1;0;1
URG II-POSSE;E M DOUGLAS BRASIL;ONCOLOGISTA;0;0;2;0;2
URG II-POSSE;E M DOUGLAS BRASIL;ENDOCRINOLOGISTA;3;0;2;2;7
URG II-POSSE;E M DOUGLAS BRASIL;PSIQUIATRA;5;2;1;3;11
URG II-POSSE;E M DOUGLAS BRASIL;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;NUTRIÇÃO;7;1;1;8;17
URG II-POSSE;E M DOUGLAS BRASIL;DENTISTA;22;3;28;53;106
URG II-POSSE;E M DOUGLAS BRASIL;FONOAUDIÓLOGA;5;0;3;12;20
URG II-POSSE;E M DOUGLAS BRASIL;GASTROENTEROLOGISTA;2;1;0;1;4
URG II-POSSE;E M DOUGLAS BRASIL;PNEUMOLOGISTA;0;0;1;3;4
URG II-POSSE;E M DOUGLAS BRASIL;TERAPIA OCUPACIONAL;0;0;1;0;1
URG II-POSSE;E M DR ORLANDO MELLO;DERMATOLOGISTA;4;4;3;5;16
URG II-POSSE;E M DR ORLANDO MELLO;PEDIATRA;65;1;0;5;71
URG II-POSSE;E M DR ORLANDO MELLO;ALERGISTA;4;2;4;9;19
URG II-POSSE;E M DR ORLANDO MELLO;ORTOPEDISTA;3;1;1;3;8
URG II-POSSE;E M DR ORLANDO MELLO;OFTALMOLOGISTA;12;10;5;17;44
URG II-POSSE;E M DR ORLANDO MELLO;NEUROLOGISTA;21;1;5;13;40
URG II-POSSE;E M DR ORLANDO MELLO;CIRURGIÃO;1;0;0;2;3
URG II-POSSE;E M DR ORLANDO MELLO;PSICOLOGIA;20;7;13;17;57
URG II-POSSE;E M DR ORLANDO MELLO;OTORRINOLARINGOLOGISTA;5;0;1;0;6
URG II-POSSE;E M DR ORLANDO MELLO;CARDIOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;REUMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;UROLOGISTA;2;0;1;0;3
URG II-POSSE;E M DR ORLANDO MELLO;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;GINECOLOGISTA;4;1;0;3;8
URG II-POSSE;E M DR ORLANDO MELLO;HEMATOLOGISTA;0;1;0;0;1
URG II-POSSE;E M DR ORLANDO MELLO;ANGIOLOGISTA;0;0;1;0;1
URG II-POSSE;E M DR ORLANDO MELLO;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;ENDOCRINOLOGISTA;3;2;0;1;6
URG II-POSSE;E M DR ORLANDO MELLO;PSIQUIATRA;1;1;3;2;7
URG II-POSSE;E M DR ORLANDO MELLO;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;NUTRIÇÃO;5;2;1;6;14
URG II-POSSE;E M DR ORLANDO MELLO;DENTISTA;5;6;27;31;69
URG II-POSSE;E M DR ORLANDO MELLO;FONOAUDIÓLOGA;7;0;4;2;13
URG II-POSSE;E M DR ORLANDO MELLO;GASTROENTEROLOGISTA;1;1;1;0;3
URG II-POSSE;E M DR ORLANDO MELLO;PNEUMOLOGISTA;0;1;1;5;7
URG II-POSSE;E M DR ORLANDO MELLO;TERAPIA OCUPACIONAL;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;DERMATOLOGISTA;0;0;0;1;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;PEDIATRA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ALERGISTA;0;0;7;4;11
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ORTOPEDISTA;0;0;0;1;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;OFTALMOLOGISTA;0;0;4;6;10
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;NEUROLOGISTA;0;0;8;3;11
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;CIRURGIÃO;0;0;0;1;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;PSICOLOGIA;0;0;9;12;21
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;OTORRINOLARINGOLOGISTA;0;0;1;3;4
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;CARDIOLOGISTA;0;0;0;2;2
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;REUMATOLOGISTA;0;0;1;0;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;UROLOGISTA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;PROCTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;GINECOLOGISTA;0;0;1;1;2
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;HEMATOLOGISTA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ANGIOLOGISTA;0;0;0;1;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ONCOLOGISTA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ENDOCRINOLOGISTA;0;0;1;1;2
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;PSIQUIATRA;0;0;0;3;3
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;INFECTOLOGISTA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;NUTRIÇÃO;0;0;1;2;3
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;DENTISTA;0;0;10;18;28
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;FONOAUDIÓLOGA;0;0;2;2;4
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;GASTROENTEROLOGISTA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;PNEUMOLOGISTA;0;0;0;1;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;TERAPIA OCUPACIONAL;0;0;0;1;1
URG II-POSSE;E M GUINLE;DERMATOLOGISTA;0;5;0;3;8
URG II-POSSE;E M GUINLE;PEDIATRA;0;0;0;0;0
