URG;Escola;Exame;2022;2023;2024;2025;Total
URG I-CENTRO;E M PROF OSIRES NEVES;RESSONÂNCIA;0;0;0;0;0
URG I-CENTRO;E M PROF OSIRES NEVES;MAMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E M PROF OSIRES NEVES;ELETROCARDIOGRAMA;0;1;2;1;4
URG I-CENTRO;E M PROF OSIRES NEVES;ECOCARDIOGRAMA;0;0;1;0;1
URG I-CENTRO;E M PROF OSIRES NEVES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;E M PROF OSIRES NEVES;RAIO X;0;0;1;0;1
URG I-CENTRO;E M PROF PAULO FREIRE;ENDOSCOPIA;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;EXAME LABORATORIAL;2;0;8;15;25
URG I-CENTRO;E M PROF PAULO FREIRE;ULTRASSOM;0;0;0;1;1
URG I-CENTRO;E M PROF PAULO FREIRE;TOMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;COLONOSCOPIA;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;RESSONÂNCIA;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;MAMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;ELETROCARDIOGRAMA;0;0;0;2;2
URG I-CENTRO;E M PROF PAULO FREIRE;ECOCARDIOGRAMA;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;E M PROF PAULO FREIRE;RAIO X;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;ENDOSCOPIA;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;EXAME LABORATORIAL;0;28;19;17;64
URG I-CENTRO;E M PROF RUY DE QUEIROZ;ULTRASSOM;0;1;0;0;1
URG I-CENTRO;E M PROF RUY DE QUEIROZ;TOMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;COLONOSCOPIA;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;RESSONÂNCIA;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;MAMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;ELETROCARDIOGRAMA;0;1;0;0;1
URG I-CENTRO;E M PROF RUY DE QUEIROZ;ECOCARDIOGRAMA;0;1;1;0;2
URG I-CENTRO;E M PROF RUY DE QUEIROZ;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;E M PROF RUY DE QUEIROZ;RAIO X;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;ENDOSCOPIA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;EXAME LABORATORIAL;0;2;15;9;26
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;ULTRASSOM;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;TOMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;COLONOSCOPIA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;RESSONÂNCIA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;MAMOGRAFIA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;ELETROCARDIOGRAMA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;ECOCARDIOGRAMA;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;RAIO X;0;0;0;0;0
URG I-CENTRO;EMEI JESUS BOM PASTOR;ENDOSCOPIA;0;0;0;0;0
URG I-CENTRO;EMEI JESUS BOM PASTOR;EXAME LABORATORIAL;0;5;14;15;34
URG I-CENTRO;EMEI JESUS BOM PASTOR;ULTRASSOM;0;0;1;1;2
URG I-CENTRO;EMEI JESUS BOM PASTOR;TOMOGRAFIA;0;0;0;1;1
URG I-CENTRO;EMEI JESUS BOM PASTOR;COLONOSCOPIA;0;0;0;0;0
URG I-CENTRO;EMEI JESUS BOM PASTOR;RESSONÂNCIA;0;0;0;0;0
URG I-CENTRO;EMEI JESUS BOM PASTOR;MAMOGRAFIA;0;0;1;0;1
URG I-CENTRO;EMEI JESUS BOM PASTOR;ELETROCARDIOGRAMA;0;0;0;0;0
URG I-CENTRO;EMEI JESUS BOM PASTOR;ECOCARDIOGRAMA;0;0;0;1;1
URG I-CENTRO;EMEI JESUS BOM PASTOR;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;EMEI JESUS BOM PASTOR;RAIO X;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;ENDOSCOPIA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;EXAME LABORATORIAL;0;4;12;33;49
URG I-CENTRO;EMEI SAO BENEDITO;ULTRASSOM;0;0;0;1;1
URG I-CENTRO;EMEI SAO BENEDITO;TOMOGRAFIA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;COLONOSCOPIA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;RESSONÂNCIA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;MAMOGRAFIA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;ELETROCARDIOGRAMA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;ECOCARDIOGRAMA;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;EMEI SAO BENEDITO;RAIO X;0;0;0;0;0
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;ENDOSCOPIA;0;0;0;0;0
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;EXAME LABORATORIAL;0;0;25;9;34
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;ULTRASSOM;0;0;2;0;2
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;TOMOGRAFIA;0;0;0;0;0
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;COLONOSCOPIA;0;0;0;0;0
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;RESSONÂNCIA;0;0;1;0;1
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;MAMOGRAFIA;0;0;0;0;0
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;ELETROCARDIOGRAMA;0;0;1;0;1
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;ECOCARDIOGRAMA;0;0;3;0;3
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;RAIO X;0;0;1;0;1
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;EXAME LABORATORIAL;0;41;49;46;136
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;ULTRASSOM;0;1;4;2;7
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;ELETROCARDIOGRAMA;0;0;0;2;2
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;ECOCARDIOGRAMA;0;0;0;1;1
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;RAIO X;0;0;1;1;2
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;EXAME LABORATORIAL;0;5;2;11;18
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;ULTRASSOM;0;2;0;0;2
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;TOMOGRAFIA;0;0;0;1;1
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;ELETROCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;ECOCARDIOGRAMA;0;0;0;2;2
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;EXAME LABORATORIAL;0;0;0;25;25
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;ULTRASSOM;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;ELETROCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EXAME LABORATORIAL;0;52;76;41;169
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;ULTRASSOM;0;1;2;0;3
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;RESSONÂNCIA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;MAMOGRAFIA;0;1;0;0;1
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;ELETROCARDIOGRAMA;0;2;1;0;3
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;ECOCARDIOGRAMA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M ARMANDO PIRES;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;EXAME LABORATORIAL;0;66;35;30;131
URG III-COMENDADOR SOARES;E M COMPACTOR;ULTRASSOM;0;1;0;1;2
URG III-COMENDADOR SOARES;E M COMPACTOR;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;ELETROCARDIOGRAMA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M COMPACTOR;ECOCARDIOGRAMA;0;1;2;1;4
URG III-COMENDADOR SOARES;E M COMPACTOR;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M COMPACTOR;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EXAME LABORATORIAL;0;30;29;47;106
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ULTRASSOM;0;1;1;2;4
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;TOMOGRAFIA;0;0;0;1;1
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;MAMOGRAFIA;0;1;0;0;1
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ELETROCARDIOGRAMA;0;0;1;1;2
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;RAIO X;0;1;0;1;2
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EXAME LABORATORIAL;0;96;101;60;257
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ULTRASSOM;0;1;2;2;5
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;MAMOGRAFIA;0;0;0;1;1
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ELETROCARDIOGRAMA;0;0;1;1;2
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ECOCARDIOGRAMA;0;3;3;4;10
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;RAIO X;0;0;0;1;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EXAME LABORATORIAL;0;56;80;39;175
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ULTRASSOM;0;0;1;0;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;TOMOGRAFIA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;MAMOGRAFIA;0;1;0;0;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ELETROCARDIOGRAMA;0;0;0;1;1
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EXAME LABORATORIAL;0;87;52;49;188
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ULTRASSOM;0;2;0;1;3
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ELETROCARDIOGRAMA;0;4;0;0;4
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EXAME LABORATORIAL;0;61;24;30;115
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ULTRASSOM;0;1;1;1;3
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ELETROCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;1;1
URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EXAME LABORATORIAL;0;97;94;68;259
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ULTRASSOM;0;0;4;0;4
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;TOMOGRAFIA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ELETROCARDIOGRAMA;0;2;2;2;6
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ECOCARDIOGRAMA;0;2;2;0;4
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;RAIO X;0;0;1;0;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ENDOSCOPIA;0;1;0;0;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EXAME LABORATORIAL;0;72;46;72;190
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ULTRASSOM;0;0;0;1;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ELETROCARDIOGRAMA;0;1;0;2;3
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ECOCARDIOGRAMA;0;0;1;0;1
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E M SOUZA E MELLO;RAIO X;0;0;2;0;2
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;EXAME LABORATORIAL;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ULTRASSOM;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ELETROCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;E.M PROF. MARA BUY FABRI;RAIO X;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;EXAME LABORATORIAL;0;0;26;25;51
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ULTRASSOM;0;0;2;0;2
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;MAMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ELETROCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ECOCARDIOGRAMA;0;0;2;0;2
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;RAIO X;0;0;0;1;1
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ENDOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;EXAME LABORATORIAL;0;0;7;0;7
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ULTRASSOM;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;TOMOGRAFIA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;COLONOSCOPIA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;RESSONÂNCIA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;MAMOGRAFIA;0;0;0;0;0
