URG;Escola;Exame;2022;2023;2024;2025;Total
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ELETROCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ECOCARDIOGRAMA;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;RAIO X;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;EXAME LABORATORIAL;0;24;11;17;52
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ULTRASSOM;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;RAIO X;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;EXAME LABORATORIAL;0;0;0;5;5
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ULTRASSOM;0;0;0;1;1
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;RAIO X;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EXAME LABORATORIAL;44;23;24;25;116
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ULTRASSOM;3;0;0;1;4
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ECOCARDIOGRAMA;0;1;1;0;2
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;RAIO X;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EXAME LABORATORIAL;0;26;33;40;99
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ULTRASSOM;0;1;0;2;3
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;TOMOGRAFIA;0;0;1;0;1
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ELETROCARDIOGRAMA;0;1;0;3;4
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ECOCARDIOGRAMA;0;1;0;0;1
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;RAIO X;0;1;0;0;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;EXAME LABORATORIAL;0;0;0;15;15
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ULTRASSOM;0;0;0;1;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;RESSONÂNCIA;0;0;0;1;1
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;RAIO X;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;EXAME LABORATORIAL;96;20;63;132;311
URG II-POSSE;E M DOUGLAS BRASIL;ULTRASSOM;3;0;1;3;7
URG II-POSSE;E M DOUGLAS BRASIL;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M DOUGLAS BRASIL;RESSONÂNCIA;1;0;0;0;1
URG II-POSSE;E M DOUGLAS BRASIL;MAMOGRAFIA;0;0;1;0;1
URG II-POSSE;E M DOUGLAS BRASIL;ELETROCARDIOGRAMA;1;0;1;1;3
URG II-POSSE;E M DOUGLAS BRASIL;ECOCARDIOGRAMA;0;0;0;3;3
URG II-POSSE;E M DOUGLAS BRASIL;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;1;1
URG II-POSSE;E M DOUGLAS BRASIL;RAIO X;2;0;0;1;3
URG II-POSSE;E M DR ORLANDO MELLO;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;EXAME LABORATORIAL;109;53;49;78;289
URG II-POSSE;E M DR ORLANDO MELLO;ULTRASSOM;2;1;1;3;7
URG II-POSSE;E M DR ORLANDO MELLO;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;RESSONÂNCIA;0;0;0;1;1
URG II-POSSE;E M DR ORLANDO MELLO;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;ELETROCARDIOGRAMA;0;0;2;0;2
URG II-POSSE;E M DR ORLANDO MELLO;ECOCARDIOGRAMA;1;0;0;1;2
URG II-POSSE;E M DR ORLANDO MELLO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M DR ORLANDO MELLO;RAIO X;0;0;1;0;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EXAME LABORATORIAL;0;0;28;27;55
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ULTRASSOM;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;RESSONÂNCIA;0;0;1;0;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;MAMOGRAFIA;0;0;1;0;1
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;RAIO X;0;0;0;0;0
URG II-POSSE;E M GUINLE;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M GUINLE;EXAME LABORATORIAL;0;20;9;20;49
URG II-POSSE;E M GUINLE;ULTRASSOM;0;0;1;0;1
URG II-POSSE;E M GUINLE;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M GUINLE;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M GUINLE;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M GUINLE;MAMOGRAFIA;0;0;1;0;1
URG II-POSSE;E M GUINLE;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;E M GUINLE;ECOCARDIOGRAMA;0;1;0;0;1
URG II-POSSE;E M GUINLE;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M GUINLE;RAIO X;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;EXAME LABORATORIAL;0;0;7;46;53
URG II-POSSE;E M HERBERT MOSES;ULTRASSOM;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;ELETROCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;ECOCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M HERBERT MOSES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M HERBERT MOSES;RAIO X;0;0;1;0;1
URG II-POSSE;E M LUIZ DE LEMOS;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;EXAME LABORATORIAL;64;34;15;63;176
URG II-POSSE;E M LUIZ DE LEMOS;ULTRASSOM;2;0;0;0;2
URG II-POSSE;E M LUIZ DE LEMOS;TOMOGRAFIA;0;0;0;1;1
URG II-POSSE;E M LUIZ DE LEMOS;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;ELETROCARDIOGRAMA;0;0;0;2;2
URG II-POSSE;E M LUIZ DE LEMOS;ECOCARDIOGRAMA;2;0;0;0;2
URG II-POSSE;E M LUIZ DE LEMOS;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M LUIZ DE LEMOS;RAIO X;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EXAME LABORATORIAL;0;28;16;20;64
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ULTRASSOM;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ELETROCARDIOGRAMA;0;0;1;0;1
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;RAIO X;0;0;0;1;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EXAME LABORATORIAL;32;26;15;38;111
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ULTRASSOM;1;0;0;1;2
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;MAMOGRAFIA;0;0;1;0;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ECOCARDIOGRAMA;1;0;0;0;1
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;RAIO X;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EXAME LABORATORIAL;0;17;13;43;73
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ULTRASSOM;0;0;0;1;1
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ELETROCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;RAIO X;0;0;0;1;1
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EXAME LABORATORIAL;33;14;25;34;106
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ULTRASSOM;0;0;3;1;4
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ELETROCARDIOGRAMA;0;0;0;2;2
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ECOCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;RAIO X;0;0;0;2;2
URG II-POSSE;E M SAO BENEDITO;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;EXAME LABORATORIAL;74;40;40;101;255
URG II-POSSE;E M SAO BENEDITO;ULTRASSOM;0;1;0;1;2
URG II-POSSE;E M SAO BENEDITO;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;COLONOSCOPIA;0;0;1;0;1
URG II-POSSE;E M SAO BENEDITO;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;MAMOGRAFIA;0;1;0;0;1
URG II-POSSE;E M SAO BENEDITO;ELETROCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M SAO BENEDITO;ECOCARDIOGRAMA;1;0;0;2;3
URG II-POSSE;E M SAO BENEDITO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M SAO BENEDITO;RAIO X;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;EXAME LABORATORIAL;0;25;69;103;197
URG II-POSSE;E M TABELIÃO MURILO COSTA;ULTRASSOM;0;0;1;1;2
URG II-POSSE;E M TABELIÃO MURILO COSTA;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;MAMOGRAFIA;0;0;1;0;1
URG II-POSSE;E M TABELIÃO MURILO COSTA;ELETROCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M TABELIÃO MURILO COSTA;ECOCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M TABELIÃO MURILO COSTA;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M TABELIÃO MURILO COSTA;RAIO X;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EXAME LABORATORIAL;78;20;35;25;158
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ULTRASSOM;1;0;1;0;2
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ELETROCARDIOGRAMA;0;0;2;1;3
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ECOCARDIOGRAMA;1;0;0;0;1
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;RAIO X;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EXAME LABORATORIAL;33;13;40;35;121
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ULTRASSOM;1;0;1;0;2
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;TOMOGRAFIA;0;0;1;0;1
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ELETROCARDIOGRAMA;0;0;1;0;1
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ECOCARDIOGRAMA;0;0;0;1;1
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;RAIO X;1;0;0;1;2
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ENDOSCOPIA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;EXAME LABORATORIAL;0;9;18;8;35
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ULTRASSOM;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;TOMOGRAFIA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;COLONOSCOPIA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;RESSONÂNCIA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;MAMOGRAFIA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ELETROCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ECOCARDIOGRAMA;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG II-POSSE;EMEI JOSE VIEIRA JESUS;RAIO X;0;0;1;0;1
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ENDOSCOPIA;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;EXAME LABORATORIAL;0;12;8;10;30
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ULTRASSOM;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;TOMOGRAFIA;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;COLONOSCOPIA;0;1;0;0;1
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;RESSONÂNCIA;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;MAMOGRAFIA;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ELETROCARDIOGRAMA;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ECOCARDIOGRAMA;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;RAIO X;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ENDOSCOPIA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;EXAME LABORATORIAL;0;0;6;13;19
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ULTRASSOM;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;TOMOGRAFIA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;COLONOSCOPIA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;RESSONÂNCIA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;MAMOGRAFIA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ELETROCARDIOGRAMA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ECOCARDIOGRAMA;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ECOCARDIOGRAMA DE CARÓTIDAS;0;0;0;0;0
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;RAIO X;0;0;0;0;0
