Ano;IdUrg;URG;Escola;Tipo;Exame;Qtd
2025;1;URG I-CENTRO;E M MANOEL JOAO GONCALVES;EM;ELETROCARDIOGRAMA;1
2025;1;URG I-CENTRO;E M MANOEL JOAO GONCALVES;EM;EXAME LABORATORIAL;12
2025;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;EM;ECOCARDIOGRAMA;1
2025;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;EM;EXAME LABORATORIAL;75
2025;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;EM;ULTRASSOM;1
2025;1;URG I-CENTRO;E M MENINOS DE DEUS;EM;ELETROCARDIOGRAMA;2
2025;1;URG I-CENTRO;E M MENINOS DE DEUS;EM;EXAME LABORATORIAL;15
2025;1;URG I-CENTRO;E M MONTEIRO LOBATO;EM;ELETROCARDIOGRAMA;2
2025;1;URG I-CENTRO;E M MONTEIRO LOBATO;EM;EXAME LABORATORIAL;79
2025;1;URG I-CENTRO;E M MONTEIRO LOBATO;EM;TOMOGRAFIA;1
2025;1;URG I-CENTRO;E M MONTEIRO LOBATO;EM;ULTRASSOM;2
2025;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;EM;EXAME LABORATORIAL;38
2025;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;EM;RAIO X;2
2025;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;EM;ULTRASSOM;3
2025;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;EM;ELETROCARDIOGRAMA;1
2025;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;EM;ENDOSCOPIA;1
2025;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;EM;EXAME LABORATORIAL;63
2025;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;EM;ULTRASSOM;1
2025;1;URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;EM;ECOCARDIOGRAMA;1
2025;1;URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;EM;EXAME LABORATORIAL;53
2025;1;URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;EM;EXAME LABORATORIAL;33
2025;1;URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;EM;RAIO X;1
2025;1;URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;EM;ULTRASSOM;2
2025;1;URG I-CENTRO;E M PROF ORNELIA LIPPI ASSUMPCAO;EM;ECOCARDIOGRAMA;1
2025;1;URG I-CENTRO;E M PROF ORNELIA LIPPI ASSUMPCAO;EM;EXAME LABORATORIAL;4
2025;1;URG I-CENTRO;E M PROF OSIRES NEVES;EM;ELETROCARDIOGRAMA;1
2025;1;URG I-CENTRO;E M PROF OSIRES NEVES;EM;EXAME LABORATORIAL;68
2025;1;URG I-CENTRO;E M PROF OSIRES NEVES;EM;ULTRASSOM;3
2025;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;ELETROCARDIOGRAMA;2
2025;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;EXAME LABORATORIAL;15
2025;1;URG I-CENTRO;E M PROF PAULO FREIRE;EM;ULTRASSOM;1
2025;1;URG I-CENTRO;E M PROF RUY DE QUEIROZ;EM;EXAME LABORATORIAL;17
2025;1;URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;CRECHE;EXAME LABORATORIAL;9
2025;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;ECOCARDIOGRAMA;1
2025;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;EXAME LABORATORIAL;15
2025;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;TOMOGRAFIA;1
2025;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;CRECHE;ULTRASSOM;1
2025;1;URG I-CENTRO;EMEI SAO BENEDITO;CRECHE;EXAME LABORATORIAL;33
2025;1;URG I-CENTRO;EMEI SAO BENEDITO;CRECHE;ULTRASSOM;1
2025;1;URG I-CENTRO;SOCIEDADE FILANTRÓPICA SÃO VICENTE PATRONATO;CONVENIADA;EXAME LABORATORIAL;9
2025;2;URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;CONVENIADA;EXAME LABORATORIAL;17
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;EXAME LABORATORIAL;5
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;ULTRASSOM;1
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;EXAME LABORATORIAL;25
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;ULTRASSOM;1
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;ELETROCARDIOGRAMA;3
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;EXAME LABORATORIAL;40
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;ULTRASSOM;2
2025;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CRECHE;EXAME LABORATORIAL;15
2025;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CRECHE;RESSONÂNCIA;1
2025;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CRECHE;ULTRASSOM;1
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ECOCARDIOGRAMA;3
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ECOCARDIOGRAMA DE CARÓTIDAS;1
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ELETROCARDIOGRAMA;1
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;EXAME LABORATORIAL;132
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;RAIO X;1
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;ULTRASSOM;3
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;ECOCARDIOGRAMA;1
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;EXAME LABORATORIAL;78
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;RESSONÂNCIA;1
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;ULTRASSOM;3
2025;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;EXAME LABORATORIAL;27
2025;2;URG II-POSSE;E M GUINLE;EM;EXAME LABORATORIAL;20
2025;2;URG II-POSSE;E M GUINLE;EM;RAIO X;1
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;ECOCARDIOGRAMA;1
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;ELETROCARDIOGRAMA;1
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;EXAME LABORATORIAL;46
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;ULTRASSOM;1
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;ELETROCARDIOGRAMA;2
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;EXAME LABORATORIAL;63
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;TOMOGRAFIA;1
2025;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;EXAME LABORATORIAL;20
2025;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;RAIO X;1
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;EXAME LABORATORIAL;38
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;ULTRASSOM;1
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;ELETROCARDIOGRAMA;1
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;EXAME LABORATORIAL;43
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;RAIO X;1
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;ULTRASSOM;1
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;ECOCARDIOGRAMA;1
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;ELETROCARDIOGRAMA;2
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;EXAME LABORATORIAL;34
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;RAIO X;2
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;ULTRASSOM;1
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;ECOCARDIOGRAMA;2
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;ELETROCARDIOGRAMA;1
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;EXAME LABORATORIAL;101
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;ULTRASSOM;1
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;ECOCARDIOGRAMA;1
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;ELETROCARDIOGRAMA;1
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;EXAME LABORATORIAL;103
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;ULTRASSOM;1
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;ELETROCARDIOGRAMA;1
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;EXAME LABORATORIAL;25
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;ECOCARDIOGRAMA;1
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;EXAME LABORATORIAL;35
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;RAIO X;1
2025;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;EXAME LABORATORIAL;8
2025;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;EM;ECOCARDIOGRAMA;1
2025;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;EM;ELETROCARDIOGRAMA;2
2025;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;EM;EXAME LABORATORIAL;46
2025;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;EM;RAIO X;1
2025;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;EM;ULTRASSOM;2
2025;3;URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;CONVENIADA;ECOCARDIOGRAMA;2
2025;3;URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;CONVENIADA;EXAME LABORATORIAL;11
2025;3;URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;CONVENIADA;TOMOGRAFIA;1
2025;3;URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;CRECHE;EXAME LABORATORIAL;25
2025;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EM;EXAME LABORATORIAL;41
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;ECOCARDIOGRAMA;1
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;EXAME LABORATORIAL;30
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;ULTRASSOM;1
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;ELETROCARDIOGRAMA;1
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;EXAME LABORATORIAL;47
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;RAIO X;1
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;TOMOGRAFIA;1
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;ULTRASSOM;2
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;ECOCARDIOGRAMA;4
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;ELETROCARDIOGRAMA;1
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;EXAME LABORATORIAL;60
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;MAMOGRAFIA;1
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;RAIO X;1
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;ULTRASSOM;2
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;ELETROCARDIOGRAMA;1
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;EXAME LABORATORIAL;39
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;EXAME LABORATORIAL;49
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;ULTRASSOM;1
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;ECOCARDIOGRAMA DE CARÓTIDAS;1
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;EXAME LABORATORIAL;30
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;ULTRASSOM;1
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;ELETROCARDIOGRAMA;2
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;EXAME LABORATORIAL;68
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;ELETROCARDIOGRAMA;2
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;EXAME LABORATORIAL;72
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;ULTRASSOM;1
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;EXAME LABORATORIAL;25
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;RAIO X;1
2025;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;EXAME LABORATORIAL;10
2025;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;EXAME LABORATORIAL;13
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;ECOCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;EXAME LABORATORIAL;36
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;ULTRASSOM;4
2025;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;EXAME LABORATORIAL;6
2025;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;ULTRASSOM;1
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;EXAME LABORATORIAL;67
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;MAMOGRAFIA;1
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;ULTRASSOM;2
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;ECOCARDIOGRAMA;2
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;EXAME LABORATORIAL;66
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;ULTRASSOM;4
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;ECOCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;EXAME LABORATORIAL;48
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;ULTRASSOM;1
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;ELETROCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;EXAME LABORATORIAL;55
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;MAMOGRAFIA;2
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;RAIO X;1
2025;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;EXAME LABORATORIAL;44
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;ELETROCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;EXAME LABORATORIAL;24
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;ULTRASSOM;1
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;EXAME LABORATORIAL;18
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;ULTRASSOM;1
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;ECOCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;EXAME LABORATORIAL;22
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;ELETROCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;EXAME LABORATORIAL;52
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;ULTRASSOM;1
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;EXAME LABORATORIAL;17
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;ULTRASSOM;2
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;ELETROCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;EXAME LABORATORIAL;12
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;ELETROCARDIOGRAMA;2
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;EXAME LABORATORIAL;21
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;ULTRASSOM;1
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;EXAME LABORATORIAL;64
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;MAMOGRAFIA;1
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;ULTRASSOM;3
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;ECOCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;ELETROCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;EXAME LABORATORIAL;33
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;ULTRASSOM;3
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;EXAME LABORATORIAL;84
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;RAIO X;1
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;ULTRASSOM;4
2025;4;URG IV-CABUÇU;E M TRES MARIAS;EM;EXAME LABORATORIAL;81
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EM;EXAME LABORATORIAL;17
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;ELETROCARDIOGRAMA;1
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;EXAME LABORATORIAL;29
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;MAMOGRAFIA;1
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;ULTRASSOM;2
2025;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;EXAME LABORATORIAL;8
2025;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;EXAME LABORATORIAL;17
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;EXAME LABORATORIAL;10
2025;4;URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;EXAME LABORATORIAL;7
2025;4;URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;CONVENIADA;ULTRASSOM;2
2025;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;CONVENIADA;EXAME LABORATORIAL;8
2025;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;EXAME LABORATORIAL;37
2025;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EM;ULTRASSOM;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;EXAME LABORATORIAL;17
2025;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EM;ULTRASSOM;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;ECOCARDIOGRAMA;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;ELETROCARDIOGRAMA;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;EXAME LABORATORIAL;24
2025;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EM;ULTRASSOM;3
2025;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;EM;ECOCARDIOGRAMA;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;EM;ELETROCARDIOGRAMA;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;EM;EXAME LABORATORIAL;64
2025;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;EM;ULTRASSOM;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;EM;ELETROCARDIOGRAMA;1
2025;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;EM;EXAME LABORATORIAL;45
2025;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;EM;MAMOGRAFIA;1
2025;5;URG V-KM 32;E M ALFREDO JOSE SOARES;EM;EXAME LABORATORIAL;74
2025;5;URG V-KM 32;E M ALFREDO JOSE SOARES;EM;MAMOGRAFIA;2
2025;5;URG V-KM 32;E M ALFREDO JOSE SOARES;EM;RAIO X;1
2025;5;URG V-KM 32;E M ALFREDO JOSE SOARES;EM;ULTRASSOM;1
2025;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;EM;EXAME LABORATORIAL;28
2025;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;EM;TOMOGRAFIA;1
2025;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;EM;ULTRASSOM;2
2025;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;EM;ELETROCARDIOGRAMA;1
2025;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;EM;EXAME LABORATORIAL;22
2025;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;EM;RAIO X;1
2025;5;URG V-KM 32;E M JOSE REIS;EM;EXAME LABORATORIAL;43
2025;5;URG V-KM 32;E M JOSE REIS;EM;ULTRASSOM;4
2025;5;URG V-KM 32;E M PERA FLOR;EM;EXAME LABORATORIAL;74
2025;5;URG V-KM 32;E M PERA FLOR;EM;MAMOGRAFIA;1
2025;5;URG V-KM 32;E M PERA FLOR;EM;RAIO X;1
2025;5;URG V-KM 32;E M PERA FLOR;EM;ULTRASSOM;2
2025;5;URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;EM;EXAME LABORATORIAL;38
2025;5;URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;EM;EXAME LABORATORIAL;61
2025;5;URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;EM;ULTRASSOM;1
2025;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;EM;ECOCARDIOGRAMA;1
2025;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;EM;ELETROCARDIOGRAMA;3
2025;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;EM;EXAME LABORATORIAL;69
2025;5;URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;EM;EXAME LABORATORIAL;29
2025;5;URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;EM;RAIO X;1
2025;5;URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;EM;ECOCARDIOGRAMA;1
2025;5;URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;EM;EXAME LABORATORIAL;39
2025;5;URG V-KM 32;E M SHANGRI LA;EM;EXAME LABORATORIAL;10
2025;5;URG V-KM 32;E M VILA JOAO CORREA;EM;EXAME LABORATORIAL;49
2025;5;URG V-KM 32;E M VILA JOAO CORREA;EM;RAIO X;1
2025;5;URG V-KM 32;E M VILA JOAO CORREA;EM;ULTRASSOM;1
2025;5;URG V-KM 32;EMEI JARDIM EUROPA;CRECHE;EXAME LABORATORIAL;4
2025;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;CRECHE;ECOCARDIOGRAMA;1
2025;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;CRECHE;EXAME LABORATORIAL;27
2025;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;CRECHE;RESSONÂNCIA;1
2025;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;CRECHE;TOMOGRAFIA;1
2025;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;CRECHE;ULTRASSOM;1
2025;5;URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;CRECHE;EXAME LABORATORIAL;5
2025;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;CRECHE;EXAME LABORATORIAL;7
2025;6;URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;CRECHE;ULTRASSOM;1
