Ano;IdUrg;URG;Escola;Tipo;Nutricao;Qtd
2025;3;URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;CRECHE;NORMAL (EUTROFIA);41
2025;3;URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;CRECHE;OBESIDADE;34
2025;3;URG III-COMENDADOR SOARES;CRECHE MUNICIPAL PROF MARIA IONE SALES DE OLIVEIRA;CRECHE;SOBREPESO;34
2025;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EM;MAGREZA;17
2025;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EM;MAGREZA ACENTUADA;4
2025;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EM;NORMAL (EUTROFIA);241
2025;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EM;OBESIDADE;60
2025;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;EM;SOBREPESO;55
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;MAGREZA;1
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;NORMAL (EUTROFIA);141
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;OBESIDADE;30
2025;3;URG III-COMENDADOR SOARES;E M COMPACTOR;EM;SOBREPESO;43
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;MAGREZA;4
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;MAGREZA ACENTUADA;2
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;NORMAL (EUTROFIA);166
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;OBESIDADE;37
2025;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;EM;SOBREPESO;44
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;MAGREZA;2
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;MAGREZA ACENTUADA;3
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;NORMAL (EUTROFIA);220
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;OBESIDADE;58
2025;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;EM;SOBREPESO;60
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;MAGREZA;15
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;MAGREZA ACENTUADA;3
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;NORMAL (EUTROFIA);227
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;OBESIDADE;40
2025;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;EM;SOBREPESO;51
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;MAGREZA;2
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;MAGREZA ACENTUADA;3
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;NORMAL (EUTROFIA);204
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;OBESIDADE;30
2025;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;EM;SOBREPESO;62
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;MAGREZA;9
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;MAGREZA ACENTUADA;5
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;NORMAL (EUTROFIA);212
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;OBESIDADE;35
2025;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;EM;SOBREPESO;41
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;MAGREZA;53
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;MAGREZA ACENTUADA;7
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;NORMAL (EUTROFIA);474
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;OBESIDADE;65
2025;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;EM;SOBREPESO;69
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;MAGREZA;19
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;MAGREZA ACENTUADA;5
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;NORMAL (EUTROFIA);257
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;OBESIDADE;32
2025;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;EM;SOBREPESO;49
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;MAGREZA;1
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;MAGREZA ACENTUADA;2
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;NORMAL (EUTROFIA);62
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;OBESIDADE;8
2025;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;CRECHE;SOBREPESO;19
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;MAGREZA;1
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;MAGREZA ACENTUADA;2
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;NORMAL (EUTROFIA);12
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;OBESIDADE;10
2025;2;URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;CONVENIADA;SOBREPESO;7
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;MAGREZA;7
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;MAGREZA ACENTUADA;2
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;NORMAL (EUTROFIA);123
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;OBESIDADE;28
2025;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EM;SOBREPESO;24
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;MAGREZA;46
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;MAGREZA ACENTUADA;16
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;NORMAL (EUTROFIA);289
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;OBESIDADE;40
2025;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EM;SOBREPESO;56
2025;2;URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;CONVENIADA;MAGREZA;1
2025;2;URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;CONVENIADA;NORMAL (EUTROFIA);38
2025;2;URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;CONVENIADA;OBESIDADE;16
2025;2;URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;CONVENIADA;SOBREPESO;27
2025;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CRECHE;NORMAL (EUTROFIA);7
2025;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CRECHE;OBESIDADE;29
2025;2;URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;CRECHE;SOBREPESO;17
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;MAGREZA;42
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;MAGREZA ACENTUADA;15
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;NORMAL (EUTROFIA);377
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;OBESIDADE;54
2025;2;URG II-POSSE;E M DOUGLAS BRASIL;EM;SOBREPESO;80
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;MAGREZA;23
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;MAGREZA ACENTUADA;9
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;NORMAL (EUTROFIA);308
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;OBESIDADE;76
2025;2;URG II-POSSE;E M DR ORLANDO MELLO;EM;SOBREPESO;75
2025;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;MAGREZA;26
2025;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;MAGREZA ACENTUADA;8
2025;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;NORMAL (EUTROFIA);212
2025;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;OBESIDADE;25
2025;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EM;SOBREPESO;20
2025;2;URG II-POSSE;E M GUINLE;EM;MAGREZA;10
2025;2;URG II-POSSE;E M GUINLE;EM;MAGREZA ACENTUADA;2
2025;2;URG II-POSSE;E M GUINLE;EM;NORMAL (EUTROFIA);90
2025;2;URG II-POSSE;E M GUINLE;EM;OBESIDADE;11
2025;2;URG II-POSSE;E M GUINLE;EM;SOBREPESO;18
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;MAGREZA;11
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;MAGREZA ACENTUADA;3
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;NORMAL (EUTROFIA);157
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;OBESIDADE;21
2025;2;URG II-POSSE;E M HERBERT MOSES;EM;SOBREPESO;31
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;MAGREZA;29
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;MAGREZA ACENTUADA;8
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;NORMAL (EUTROFIA);210
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;OBESIDADE;47
2025;2;URG II-POSSE;E M LUIZ DE LEMOS;EM;SOBREPESO;60
2025;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;MAGREZA;1
2025;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;NORMAL (EUTROFIA);46
2025;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;OBESIDADE;5
2025;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EM;SOBREPESO;8
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;MAGREZA;5
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;MAGREZA ACENTUADA;3
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;NORMAL (EUTROFIA);121
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;OBESIDADE;20
2025;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EM;SOBREPESO;13
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;MAGREZA;4
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;MAGREZA ACENTUADA;3
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;NORMAL (EUTROFIA);63
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;OBESIDADE;6
2025;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EM;SOBREPESO;8
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;MAGREZA;12
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;MAGREZA ACENTUADA;1
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;NORMAL (EUTROFIA);126
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;OBESIDADE;26
2025;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EM;SOBREPESO;24
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;MAGREZA;12
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;MAGREZA ACENTUADA;2
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;NORMAL (EUTROFIA);259
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;OBESIDADE;51
2025;2;URG II-POSSE;E M SAO BENEDITO;EM;SOBREPESO;40
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;MAGREZA;30
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;MAGREZA ACENTUADA;15
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;NORMAL (EUTROFIA);209
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;OBESIDADE;27
2025;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;EM;SOBREPESO;36
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;MAGREZA;15
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;MAGREZA ACENTUADA;8
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;NORMAL (EUTROFIA);175
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;OBESIDADE;26
2025;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EM;SOBREPESO;21
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;MAGREZA;3
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;MAGREZA ACENTUADA;1
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;NORMAL (EUTROFIA);119
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;OBESIDADE;33
2025;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EM;SOBREPESO;22
2025;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;NORMAL (EUTROFIA);8
2025;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;OBESIDADE;2
2025;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;CRECHE;SOBREPESO;5
2025;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;NORMAL (EUTROFIA);20
2025;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;OBESIDADE;44
2025;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;CONVENIADA;SOBREPESO;27
2025;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;MAGREZA;1
2025;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;NORMAL (EUTROFIA);18
2025;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;OBESIDADE;15
2025;4;URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;CRECHE;SOBREPESO;23
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;MAGREZA;21
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;MAGREZA ACENTUADA;10
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;NORMAL (EUTROFIA);300
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;OBESIDADE;46
2025;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;EM;SOBREPESO;61
2025;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;NORMAL (EUTROFIA);42
2025;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;OBESIDADE;6
2025;4;URG IV-CABUÇU;E M CAMPO ALEGRE;EM;SOBREPESO;13
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;MAGREZA;13
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;MAGREZA ACENTUADA;5
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;NORMAL (EUTROFIA);314
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;OBESIDADE;47
2025;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EM;SOBREPESO;66
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;MAGREZA;66
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;MAGREZA ACENTUADA;9
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;NORMAL (EUTROFIA);615
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;OBESIDADE;72
2025;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EM;SOBREPESO;116
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;MAGREZA;26
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;MAGREZA ACENTUADA;6
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;NORMAL (EUTROFIA);404
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;OBESIDADE;81
2025;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EM;SOBREPESO;90
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;MAGREZA;21
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;MAGREZA ACENTUADA;6
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;NORMAL (EUTROFIA);249
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;OBESIDADE;36
2025;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EM;SOBREPESO;51
2025;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;MAGREZA;7
2025;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;NORMAL (EUTROFIA);159
2025;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;OBESIDADE;33
2025;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EM;SOBREPESO;41
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;MAGREZA;13
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;MAGREZA ACENTUADA;9
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;NORMAL (EUTROFIA);346
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;OBESIDADE;49
2025;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;EM;SOBREPESO;88
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;MAGREZA;9
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;MAGREZA ACENTUADA;3
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;NORMAL (EUTROFIA);251
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;OBESIDADE;38
2025;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;EM;SOBREPESO;54
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;MAGREZA;12
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;MAGREZA ACENTUADA;1
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;NORMAL (EUTROFIA);157
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;OBESIDADE;37
2025;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EM;SOBREPESO;32
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;MAGREZA;16
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;MAGREZA ACENTUADA;1
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;NORMAL (EUTROFIA);308
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;OBESIDADE;63
2025;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EM;SOBREPESO;75
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;MAGREZA;42
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;MAGREZA ACENTUADA;8
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;NORMAL (EUTROFIA);257
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;OBESIDADE;42
2025;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EM;SOBREPESO;68
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;MAGREZA;2
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;NORMAL (EUTROFIA);86
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;OBESIDADE;22
2025;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EM;SOBREPESO;24
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;MAGREZA;13
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;MAGREZA ACENTUADA;4
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;NORMAL (EUTROFIA);212
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;OBESIDADE;40
2025;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EM;SOBREPESO;49
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;MAGREZA ACENTUADA;1
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;NORMAL (EUTROFIA);200
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;OBESIDADE;39
2025;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EM;SOBREPESO;63
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;MAGREZA;9
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;MAGREZA ACENTUADA;3
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;NORMAL (EUTROFIA);215
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;OBESIDADE;46
2025;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;EM;SOBREPESO;50
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;MAGREZA;17
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;MAGREZA ACENTUADA;3
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;NORMAL (EUTROFIA);275
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;OBESIDADE;60
2025;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EM;SOBREPESO;63
2025;4;URG IV-CABUÇU;E M TRES MARIAS;EM;MAGREZA;15
2025;4;URG IV-CABUÇU;E M TRES MARIAS;EM;MAGREZA ACENTUADA;6
2025;4;URG IV-CABUÇU;E M TRES MARIAS;EM;NORMAL (EUTROFIA);500
2025;4;URG IV-CABUÇU;E M TRES MARIAS;EM;OBESIDADE;67
2025;4;URG IV-CABUÇU;E M TRES MARIAS;EM;SOBREPESO;100
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EM;MAGREZA;11
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EM;MAGREZA ACENTUADA;3
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EM;NORMAL (EUTROFIA);100
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EM;OBESIDADE;4
2025;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EM;SOBREPESO;15
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;MAGREZA;7
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;MAGREZA ACENTUADA;1
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;NORMAL (EUTROFIA);166
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;OBESIDADE;22
2025;4;URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EM;SOBREPESO;38
2025;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;MAGREZA;2
2025;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;NORMAL (EUTROFIA);43
2025;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;OBESIDADE;6
2025;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;CRECHE;SOBREPESO;18
2025;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;NORMAL (EUTROFIA);52
2025;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;OBESIDADE;8
2025;4;URG IV-CABUÇU;EMEI MONTE SOL;CRECHE;SOBREPESO;24
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;MAGREZA;1
2025;4;URG IV-CABUÇU;EMEI NOVA ERA;CRECHE;MAGREZA ACENTUADA;1
